exp,aug,d_cal,var_dz,corr,bias,rmsle_cal_normal,rmsle_cal_forced
SEQ-03A-BASE-S42,none,0.006508444575605399,0.023066723719239235,0.99516660203974,0.11649918556213379,1.7480793216714847,1.7545877662470901
SEQ-03A-B-S42,avail_bnd,-0.0002021912061151987,0.000598034355789423,0.9998746303890108,0.00031304359436035156,1.7498629677010373,1.7496607764949221
SEQ-03A-A25-S42,avail_drop,-8.768891953891966e-6,0.001672925311140716,0.9996465962990237,0.03359627723693848,1.749132238272049,1.749123469380095
