model,feature,gain,split,gain_share,task
p56_late,trend_pres_60_180,11257.167690467835,138.6,0.20508530966190008,p56_late
p56_late,w180_days_cat,2493.008039855957,113.2,0.04541811403204009,p56_late
p56_late,dlog_buyd_60_180,1720.820038986206,68.6,0.03135024015558769,p56_late
p56_late,w30_lgmv_mean,1445.9496154785156,54.0,0.02634259636169573,p56_late
p56_late,trend_srch_60_180,1247.5395797729493,29.2,0.022727923050294287,p56_late
p56_late,trend_pres_30_90,1136.9881034851073,46.2,0.020713874368469058,p56_late
p56_late,w180_ponly_share,1105.3269021987915,60.8,0.020137064335198428,p56_late
p56_late,rec_cat,1070.0823989868163,56.4,0.019494972998029464,p56_late
p56_late,dlog_buyd_30_90,955.8988859176636,25.4,0.01741475515105719,p56_late
p56_late,w60_days_present,884.8968795776367,24.0,0.016121226542685236,p56_late
p56_late,trend_srch_7_30,808.3616779327392,35.8,0.014726893086795548,p56_late
p56_late,w14_cart2ord,785.9934200286865,39.2,0.014319383735865797,p56_late
p56_late,w180_days_presence_only,775.7797590255738,42.6,0.014133309237626,p56_late
p56_late,trend_gmv_60_180,761.0672018051148,36.4,0.013865272957413953,p56_late
p56_late,w30_srch_per_day,735.0798194885253,42.4,0.013391829681427856,p56_late
p56_late,gap_cv,677.8717802047729,39.6,0.01234960229579575,p56_late
p56_late,w7_gmv_max,677.519199180603,22.6,0.012343178904893967,p56_late
p56_late,w30_days_present,618.3662799835205,20.4,0.011265519311956443,p56_late
p56_late,trend_pres_14_30,599.6288585662842,34.4,0.010924157258971006,p56_late
p56_late,w180_buyday_rate,587.2772415161132,32.4,0.010699133054196614,p56_late
p56_late,buygap_std,574.981950378418,32.0,0.01047513500604702,p56_late
p56_late,weekend_share,547.0166200637817,32.0,0.009965657081841368,p56_late
p56_late,w90_srch_per_day,542.5816604614258,31.2,0.009884860109779084,p56_late
p56_late,trend_pres_30_60,534.1780818939209,32.4,0.00973176205170856,p56_late
p56_late,rec_buy,522.7855415344238,31.0,0.00952421049596141,p56_late
p56_late,w60_lgmv_std,520.2672998428345,32.0,0.009478332670266373,p56_late
p56_late,trend_gmv_30_90,512.0875989913941,19.0,0.009329313260750084,p56_late
