variable,fold,segment,quartile,n,p_y_positive,mean_log1p_y,strongest_signed_residual,etx_loss_minus_seq_loss
last_burst_intensity,2025-10-02,rec_buy_15_60,3,14172,0.5913773638159752,2.3311950833562056,-0.04946744659648025,-0.0016172070854890757
last_burst_intensity,2025-10-02,rec_buy_15_60,4,14183,0.5909892124374251,2.3377807844881926,-0.05047265083221246,0.0004333556846186005
last_burst_intensity,2025-10-02,w180_days_buy_2_15,1,27525,0.6365485921889191,2.545497358938719,0.005445492648481031,0.004652817868753153
last_burst_intensity,2025-10-02,w180_days_buy_2_15,2,27542,0.6464309055261056,2.568739168683311,0.02169192087271595,-0.0001989377806415142
last_burst_intensity,2025-10-02,w180_days_buy_2_15,3,27535,0.6405302342473216,2.551932559962123,-0.004038089838550402,-0.00605030587624263
last_burst_intensity,2025-10-02,w180_days_buy_2_15,4,27547,0.6395614767488292,2.5606406391020022,-0.0004423534080145963,-0.0012884074289591311
last_burst_intensity,2025-10-02,intersection,1,11528,0.5872657876474671,2.2914176685612326,-0.028059117581242764,0.0037013181620319563
last_burst_intensity,2025-10-02,intersection,2,11534,0.5955436101959425,2.3128757376768587,-0.009483696428755857,-0.00030856421607512795
last_burst_intensity,2025-10-02,intersection,3,11531,0.589194345676871,2.2757343303074005,-0.05451935595962199,0.0002351371866661797
last_burst_intensity,2025-10-02,intersection,4,11535,0.588729952319029,2.286471192313676,-0.04888457948035772,0.004300732099125199
last_burst_intensity,2025-10-02,w180_days_buy_0_1,1,10494,0.20926243567753003,0.7412068093332497,-0.0285265680286397,0.002609224895480651
last_burst_intensity,2025-10-02,w180_days_buy_0_1,2,10506,0.20750047591852275,0.7325571289767188,-0.020526367004409535,-0.00045708248376189213
last_burst_intensity,2025-10-02,w180_days_buy_0_1,3,10502,0.2041515901733003,0.724020398055653,-0.04484748806889919,-0.0071463657459208355
last_burst_intensity,2025-10-02,w180_days_buy_0_1,4,10516,0.19893495625713198,0.7168266224725174,-0.05278351315849868,-0.008225892662808376
last_burst_intensity,2025-10-02,w180_days_buy_16plus,1,10375,0.9417831325301205,4.670407133825012,0.028896195599835934,-0.009122229480207569
last_burst_intensity,2025-10-02,w180_days_buy_16plus,2,10385,0.9500240731824747,4.742887794985428,0.03932269582047184,0.00148433044392683
last_burst_intensity,2025-10-02,w180_days_buy_16plus,3,10377,0.9549002601908065,4.803193291358788,0.0153040741777098,-0.0075513205322778
last_burst_intensity,2025-10-02,w180_days_buy_16plus,4,10390,0.9512993262752647,4.917762346276784,0.004825909599470812,-0.012490279442598829
last_burst_intensity,2025-10-02,never_purchased,1,4990,0.12384769539078157,0.43001658402016674,-0.035042312537894735,0.0008201756878310517
last_burst_intensity,2025-10-02,never_purchased,2,4872,0.12253694581280788,0.42449458579129573,-0.004132724684095217,-0.010087354241632504
last_burst_intensity,2025-10-02,never_purchased,3,5227,0.12511957145590205,0.43609291292652774,-0.026256150197302226,-0.01443520138879184
last_burst_intensity,2025-10-02,never_purchased,4,5268,0.11522399392558846,0.4166907273122863,-0.04683431338558788,-0.01761766820581889
last_burst_intensity,2025-10-16,all,1,49318,0.611358935885478,2.6035592755566688,0.0029292220091553657,-0.006673947628050437
last_burst_intensity,2025-10-16,all,2,49352,0.6126600745663803,2.612748083327672,-0.003705570291801089,-0.006626026824789145
last_burst_intensity,2025-10-16,all,3,49335,0.6154251545555893,2.637679276355177,-0.0024550428654509697,-0.006496759841602376
last_burst_intensity,2025-10-16,all,4,49374,0.6120022684003726,2.6720546734735304,0.003231123136882841,-0.004666047102194838
last_burst_intensity,2025-10-16,rec_buy_15_60,1,14029,0.588994226245634,2.335904970796177,-0.0038544866876101956,-0.005516436899781378
last_burst_intensity,2025-10-16,rec_buy_15_60,2,14038,0.589186493802536,2.321781657785276,-0.023090988454274944,-0.0045160584687762035
last_burst_intensity,2025-10-16,rec_buy_15_60,3,14032,0.5989880273660205,2.3516904593928345,-0.0017280742749719471,-0.004753107104228965
last_burst_intensity,2025-10-16,rec_buy_15_60,4,14046,0.5929802078883668,2.352670963585346,-0.005345755710290135,0.005486147643612419
last_burst_intensity,2025-10-16,w180_days_buy_2_15,1,27849,0.6376530575604151,2.535705906932723,0.016655087939992978,-0.005747388453095221
last_burst_intensity,2025-10-16,w180_days_buy_2_15,2,27864,0.6370585701981051,2.517243166219341,-0.010319071338113299,-0.007211666977845534
last_burst_intensity,2025-10-16,w180_days_buy_2_15,3,27856,0.6427340608845491,2.544689102767764,0.00830077760868517,-0.006271621589946679
