episode,existing,spearman,best_existing
last_burst_intensity,trend_gmv_7_14,0.4083985144308512,
last_burst_intensity,trend_pres_7_14,0.09594723719515388,
last_burst_intensity,trend_srch_7_14,0.2851756112721929,
last_burst_intensity,dlog_gmv_7_14,-0.26687480403127295,
last_burst_intensity,dlog_buyd_7_14,-0.2772547751227789,
last_burst_intensity,trend_gmv_7_30,0.40811012581483774,
last_burst_intensity,trend_pres_7_30,0.09756162701748826,
last_burst_intensity,trend_srch_7_30,0.35344819700847485,
last_burst_intensity,dlog_gmv_7_30,-0.186351909332274,
last_burst_intensity,dlog_buyd_7_30,-0.27710399515024775,
last_burst_intensity,trend_gmv_14_30,0.38164517332683323,
last_burst_intensity,trend_pres_14_30,0.06854268161342197,
last_burst_intensity,trend_srch_14_30,0.27864779457198685,
last_burst_intensity,dlog_gmv_14_30,-0.17390345232830787,
last_burst_intensity,dlog_buyd_14_30,-0.21126032651725765,
last_burst_intensity,trend_gmv_30_60,0.29108875712631926,
last_burst_intensity,trend_pres_30_60,0.07186643519093253,
last_burst_intensity,trend_srch_30_60,0.2410377003319809,
last_burst_intensity,dlog_gmv_30_60,-0.08833234685223149,
last_burst_intensity,dlog_buyd_30_60,-0.13390158728357282,
last_burst_intensity,trend_gmv_30_90,0.3045211619626161,
last_burst_intensity,trend_pres_30_90,0.08922137062732347,
last_burst_intensity,trend_srch_30_90,0.2895223632058903,
last_burst_intensity,dlog_gmv_30_90,0.0012804038856344773,
last_burst_intensity,dlog_buyd_30_90,-0.11418309822293655,
last_burst_intensity,trend_gmv_60_180,0.21005887378483282,
last_burst_intensity,trend_pres_60_180,0.04341346342999639,
last_burst_intensity,trend_srch_60_180,0.19507533658038373,
last_burst_intensity,dlog_gmv_60_180,0.020693835909767203,
last_burst_intensity,dlog_buyd_60_180,-0.07959320764295207,
last_burst_intensity,trend_gmv_90_365,0.16424988766834517,
last_burst_intensity,trend_pres_90_365,0.016392683169194105,
last_burst_intensity,trend_srch_90_365,0.14223324161154968,
last_burst_intensity,dlog_gmv_90_365,0.01615458650221195,
last_burst_intensity,dlog_buyd_90_365,-0.0856268848090084,
last_burst_intensity,__MAX_ABS__,-0.46894803657392187,rec_buy
last_to_historical_intensity,rec_buy,-0.3412462261772946,
last_to_historical_intensity,rec_any,-0.16838660241145603,
last_to_historical_intensity,buygap_mean,-0.09097074973691693,
last_to_historical_intensity,gap_mean,-0.15723638377574062,
last_to_historical_intensity,w30_days_buy,0.2687344037615069,
last_to_historical_intensity,w90_days_buy,0.18085082621582205,
last_to_historical_intensity,w180_days_buy,0.14134703321930914,
last_to_historical_intensity,w30_gmv,0.25384892063582215,
last_to_historical_intensity,w90_gmv,0.15842790358457307,
last_to_historical_intensity,w180_gmv,0.11932265586044503,
last_to_historical_intensity,trend_gmv_7_14,0.31382565863332174,
last_to_historical_intensity,trend_pres_7_14,0.07706629328949521,
last_to_historical_intensity,trend_srch_7_14,0.2626334818514919,
last_to_historical_intensity,dlog_gmv_7_14,-0.15784755962273989,
last_to_historical_intensity,dlog_buyd_7_14,-0.1649151166381872,
last_to_historical_intensity,trend_gmv_7_30,0.31823268284907047,
last_to_historical_intensity,trend_pres_7_30,0.09176299333681158,
last_to_historical_intensity,trend_srch_7_30,0.34638253427783416,
last_to_historical_intensity,dlog_gmv_7_30,-0.065337397878185,
last_to_historical_intensity,dlog_buyd_7_30,-0.12414522207380932,
last_to_historical_intensity,trend_gmv_14_30,0.29090962463646064,
last_to_historical_intensity,trend_pres_14_30,0.07549789421674871,
last_to_historical_intensity,trend_srch_14_30,0.2968901915958311,
last_to_historical_intensity,dlog_gmv_14_30,-0.05335247373080786,
last_to_historical_intensity,dlog_buyd_14_30,-0.07598140643693539,
last_to_historical_intensity,trend_gmv_30_60,0.21801900975391678,
last_to_historical_intensity,trend_pres_30_60,0.08827678181871558,
last_to_historical_intensity,trend_srch_30_60,0.2826099115482304,
last_to_historical_intensity,dlog_gmv_30_60,0.02356031087665231,
last_to_historical_intensity,dlog_buyd_30_60,0.0036123908399158075,
last_to_historical_intensity,trend_gmv_30_90,0.23286462558186566,
last_to_historical_intensity,trend_pres_30_90,0.10937535294277433,
last_to_historical_intensity,trend_srch_30_90,0.33566063226542264,
last_to_historical_intensity,dlog_gmv_30_90,0.09129388677040688,
last_to_historical_intensity,dlog_buyd_30_90,0.04045985759753209,
last_to_historical_intensity,trend_gmv_60_180,0.16764123701190173,
last_to_historical_intensity,trend_pres_60_180,0.08414506929327502,
last_to_historical_intensity,trend_srch_60_180,0.24816274524029303,
last_to_historical_intensity,dlog_gmv_60_180,0.09658080933285669,
last_to_historical_intensity,dlog_buyd_60_180,0.06774753403271387,
last_to_historical_intensity,trend_gmv_90_365,0.13569042466212752,
last_to_historical_intensity,trend_pres_90_365,0.06312515475802354,
last_to_historical_intensity,trend_srch_90_365,0.19134383084052392,
last_to_historical_intensity,dlog_gmv_90_365,0.08413655926627897,
last_to_historical_intensity,dlog_buyd_90_365,0.05795907343765505,
last_to_historical_intensity,__MAX_ABS__,0.34638253427783416,trend_srch_7_30
current_open_gap,rec_buy,0.41572694926074455,
current_open_gap,rec_any,1.0,
current_open_gap,buygap_mean,0.2562959232776934,
current_open_gap,gap_mean,0.4867168546288981,
current_open_gap,w30_days_buy,-0.39001461927895664,
current_open_gap,w90_days_buy,-0.3838165924857044,
current_open_gap,w180_days_buy,-0.37518520809459566,
current_open_gap,w30_gmv,-0.3541362285569178,
current_open_gap,w90_gmv,-0.33050670515424474,
current_open_gap,w180_gmv,-0.3200523012269869,
current_open_gap,trend_gmv_7_14,-0.3532132996224503,
current_open_gap,trend_pres_7_14,-0.5301317963691559,
current_open_gap,trend_srch_7_14,-0.47058199654274985,
current_open_gap,dlog_gmv_7_14,0.2123036258696642,
current_open_gap,dlog_buyd_7_14,0.22014826193216586,
current_open_gap,trend_gmv_7_30,-0.35261055274305303,
current_open_gap,trend_pres_7_30,-0.5474314871598895,
current_open_gap,trend_srch_7_30,-0.5051135882223258,
current_open_gap,dlog_gmv_7_30,0.18025704813901794,
current_open_gap,dlog_buyd_7_30,0.25041657097575754,
current_open_gap,trend_gmv_14_30,-0.32756739321628386,
current_open_gap,trend_pres_14_30,-0.3342938321389812,
current_open_gap,trend_srch_14_30,-0.29480210632234466,
current_open_gap,dlog_gmv_14_30,0.1807913806734217,
current_open_gap,dlog_buyd_14_30,0.20700293137039294,
current_open_gap,trend_gmv_30_60,-0.26432531306105905,
current_open_gap,trend_pres_30_60,-0.23371137769433636,
current_open_gap,trend_srch_30_60,-0.18457355382513468,
current_open_gap,dlog_gmv_30_60,0.13702435501457882,
current_open_gap,dlog_buyd_30_60,0.1723102284943412,
current_open_gap,trend_gmv_30_90,-0.27244858056628835,
current_open_gap,trend_pres_30_90,-0.27689366160719886,
current_open_gap,trend_srch_30_90,-0.236106839555849,
current_open_gap,dlog_gmv_30_90,0.06818279287862676,
current_open_gap,dlog_buyd_30_90,0.1658121020512414,
current_open_gap,trend_gmv_60_180,-0.20488078564041512,
current_open_gap,trend_pres_60_180,-0.1387927623172586,
current_open_gap,trend_srch_60_180,-0.14064611846010588,
current_open_gap,dlog_gmv_60_180,0.03580910657122941,
current_open_gap,dlog_buyd_60_180,0.12919735666833682,
current_open_gap,trend_gmv_90_365,-0.1656172129585713,
current_open_gap,trend_pres_90_365,-0.07286895335834535,
current_open_gap,trend_srch_90_365,-0.08378381190548721,
current_open_gap,dlog_gmv_90_365,0.036213187877680846,
current_open_gap,dlog_buyd_90_365,0.132078965185794,
current_open_gap,__MAX_ABS__,1.0,rec_any
median_closed_gap,rec_buy,0.33072653781385514,
median_closed_gap,rec_any,0.40680118123315695,
median_closed_gap,buygap_mean,0.43293810076258527,
median_closed_gap,gap_mean,0.8462638551877579,
median_closed_gap,w30_days_buy,-0.4372079569085224,
median_closed_gap,w90_days_buy,-0.5292409743485816,
median_closed_gap,w180_days_buy,-0.582054637445203,
median_closed_gap,w30_gmv,-0.39184124884293436,
median_closed_gap,w90_gmv,-0.4504578420381877,
median_closed_gap,w180_gmv,-0.4918635755551682,
median_closed_gap,trend_gmv_7_14,-0.2575284242628098,
median_closed_gap,trend_pres_7_14,-0.0996235947261965,
median_closed_gap,trend_srch_7_14,-0.13153125457966205,
median_closed_gap,dlog_gmv_7_14,0.2681008624664271,
median_closed_gap,dlog_buyd_7_14,0.2769722169768571,
median_closed_gap,trend_gmv_7_30,-0.25176901231590093,
median_closed_gap,trend_pres_7_30,-0.05285945760667182,
median_closed_gap,trend_srch_7_30,-0.13631352808542907,
median_closed_gap,dlog_gmv_7_30,0.29708039080679544,
median_closed_gap,dlog_buyd_7_30,0.3712587259812618,
median_closed_gap,trend_gmv_14_30,-0.2701838128703886,
median_closed_gap,trend_pres_14_30,0.00919035957193817,
median_closed_gap,trend_srch_14_30,-0.03306111517505486,
median_closed_gap,dlog_gmv_14_30,0.2885297971457178,
median_closed_gap,dlog_buyd_14_30,0.3206018465812564,
median_closed_gap,trend_gmv_30_60,-0.23773557878005996,
median_closed_gap,trend_pres_30_60,0.02896569022507645,
median_closed_gap,trend_srch_30_60,0.014109578717922566,
median_closed_gap,dlog_gmv_30_60,0.27050109295801145,
median_closed_gap,dlog_buyd_30_60,0.324317715656267,
median_closed_gap,trend_gmv_30_90,-0.2369554448361091,
median_closed_gap,trend_pres_30_90,0.03118839403783648,
median_closed_gap,trend_srch_30_90,-0.005018097372417843,
median_closed_gap,dlog_gmv_30_90,0.21685662730513106,
median_closed_gap,dlog_buyd_30_90,0.36169934496813533,
median_closed_gap,trend_gmv_60_180,-0.15378096877717537,
median_closed_gap,trend_pres_60_180,0.16652805680507599,
median_closed_gap,trend_srch_60_180,0.10782654735878831,
median_closed_gap,dlog_gmv_60_180,0.20476221692947114,
median_closed_gap,dlog_buyd_60_180,0.37092913286177626,
median_closed_gap,trend_gmv_90_365,-0.0995464341859418,
median_closed_gap,trend_pres_90_365,0.20484032984032977,
median_closed_gap,trend_srch_90_365,0.15506278229621587,
median_closed_gap,dlog_gmv_90_365,0.2060379295347844,
median_closed_gap,dlog_buyd_90_365,0.38302229450679887,
median_closed_gap,__MAX_ABS__,0.8462638551877579,gap_mean
current_gap_ratio,rec_buy,0.38481628452088523,
current_gap_ratio,rec_any,0.9769726212902136,
current_gap_ratio,buygap_mean,0.2109060590676222,
current_gap_ratio,gap_mean,0.36922614455630726,
current_gap_ratio,w30_days_buy,-0.33809802984228854,
current_gap_ratio,w90_days_buy,-0.3140187154498023,
current_gap_ratio,w180_days_buy,-0.29541359292632335,
current_gap_ratio,w30_gmv,-0.30624604109258957,
current_gap_ratio,w90_gmv,-0.26942743300888117,
current_gap_ratio,w180_gmv,-0.2508542945588254,
current_gap_ratio,trend_gmv_7_14,-0.3306193636288816,
current_gap_ratio,trend_pres_7_14,-0.5374556582255455,
current_gap_ratio,trend_srch_7_14,-0.46600635729626727,
current_gap_ratio,dlog_gmv_7_14,0.1797403854275497,
current_gap_ratio,dlog_buyd_7_14,0.1869677613032485,
current_gap_ratio,trend_gmv_7_30,-0.3307992962170397,
current_gap_ratio,trend_pres_7_30,-0.5647028068401736,
current_gap_ratio,trend_srch_7_30,-0.5036949060585787,
current_gap_ratio,dlog_gmv_7_30,0.13446376599126378,
current_gap_ratio,dlog_buyd_7_30,0.19957358865457367,
current_gap_ratio,trend_gmv_14_30,-0.29743808503410374,
current_gap_ratio,trend_pres_14_30,-0.35818409312716676,
current_gap_ratio,trend_srch_14_30,-0.30532438874055146,
current_gap_ratio,dlog_gmv_14_30,0.13861354968507306,
current_gap_ratio,dlog_buyd_14_30,0.16234852689976997,
current_gap_ratio,trend_gmv_30_60,-0.23160707523008667,
current_gap_ratio,trend_pres_30_60,-0.2499198286632728,
current_gap_ratio,trend_srch_30_60,-0.1955876917289056,
current_gap_ratio,dlog_gmv_30_60,0.09302020163354152,
current_gap_ratio,dlog_buyd_30_60,0.12273190014063846,
current_gap_ratio,trend_gmv_30_90,-0.24078720847222654,
current_gap_ratio,trend_pres_30_90,-0.29405135303758195,
current_gap_ratio,trend_srch_30_90,-0.24610017750361315,
current_gap_ratio,dlog_gmv_30_90,0.026777621466514863,
current_gap_ratio,dlog_buyd_30_90,0.10825651413061599,
current_gap_ratio,trend_gmv_60_180,-0.181101085300541,
current_gap_ratio,trend_pres_60_180,-0.17627589095249202,
current_gap_ratio,trend_srch_60_180,-0.1678073857576802,
current_gap_ratio,dlog_gmv_60_180,-0.005341782983669816,
current_gap_ratio,dlog_buyd_60_180,0.06710173384620666,
current_gap_ratio,trend_gmv_90_365,-0.14833579508023648,
current_gap_ratio,trend_pres_90_365,-0.11483716018024466,
current_gap_ratio,trend_srch_90_365,-0.11717492160627352,
current_gap_ratio,dlog_gmv_90_365,-0.004963655059704234,
current_gap_ratio,dlog_buyd_90_365,0.06716728063391585,
current_gap_ratio,__MAX_ABS__,0.9769726212902136,rec_any
reactivation_count,rec_buy,0.1549571767203122,
reactivation_count,rec_any,0.10221315984925777,
reactivation_count,buygap_mean,0.3488178564464492,
reactivation_count,gap_mean,0.25509964435386556,
reactivation_count,w30_days_buy,-0.14516106569855214,
reactivation_count,w90_days_buy,-0.1469385909848851,
reactivation_count,w180_days_buy,-0.1190584043437226,
reactivation_count,w30_gmv,-0.10974089567250532,
reactivation_count,w90_gmv,-0.10274154596309876,
reactivation_count,w180_gmv,-0.07956937718758436,
reactivation_count,trend_gmv_7_14,-0.08429027603460487,
reactivation_count,trend_pres_7_14,0.022894020247536166,
reactivation_count,trend_srch_7_14,0.029830498306659115,
reactivation_count,dlog_gmv_7_14,0.09726941764902346,
reactivation_count,dlog_buyd_7_14,0.10744809584796611,
reactivation_count,trend_gmv_7_30,-0.08233601962728807,
reactivation_count,trend_pres_7_30,0.033580356270756284,
reactivation_count,trend_srch_7_30,0.014281772426779579,
reactivation_count,dlog_gmv_7_30,0.03976155109737348,
reactivation_count,dlog_buyd_7_30,0.10705770521517997,
reactivation_count,trend_gmv_14_30,-0.05299984238376027,
reactivation_count,trend_pres_14_30,0.015587951798477682,
reactivation_count,trend_srch_14_30,0.0228464772700415,
reactivation_count,dlog_gmv_14_30,0.05737433847129817,
reactivation_count,dlog_buyd_14_30,0.08751885260689031,
reactivation_count,trend_gmv_30_60,-0.006509925414154254,
reactivation_count,trend_pres_30_60,0.017852910491622864,
reactivation_count,trend_srch_30_60,0.014695189397201767,
reactivation_count,dlog_gmv_30_60,0.014651077017576364,
reactivation_count,dlog_buyd_30_60,0.053875154799778315,
reactivation_count,trend_gmv_30_90,-0.015743678507636402,
reactivation_count,trend_pres_30_90,0.016002830875482127,
reactivation_count,trend_srch_30_90,0.0056938596644561515,
reactivation_count,dlog_gmv_30_90,-0.03297141514300676,
reactivation_count,dlog_buyd_30_90,0.044881923613473484,
reactivation_count,trend_gmv_60_180,-0.012941691325690891,
reactivation_count,trend_pres_60_180,-0.11844635678382592,
reactivation_count,trend_srch_60_180,-0.09788753650080574,
reactivation_count,dlog_gmv_60_180,-0.09691700375600988,
reactivation_count,dlog_buyd_60_180,-0.04126494769452137,
reactivation_count,trend_gmv_90_365,-0.042657995672110406,
reactivation_count,trend_pres_90_365,-0.2087947620141242,
reactivation_count,trend_srch_90_365,-0.18568257214745815,
reactivation_count,dlog_gmv_90_365,-0.15109274868392167,
reactivation_count,dlog_buyd_90_365,-0.10569645070156018,
reactivation_count,__MAX_ABS__,0.3488178564464492,buygap_mean
last_burst_slope,rec_buy,-0.11819832926220754,
last_burst_slope,rec_any,-0.012123898032445644,
last_burst_slope,buygap_mean,0.001091443840564635,
last_burst_slope,gap_mean,-0.013523888981218273,
last_burst_slope,w30_days_buy,0.014177810582774031,
last_burst_slope,w90_days_buy,-0.0007663261458109281,
last_burst_slope,w180_days_buy,0.000586637288735964,
last_burst_slope,w30_gmv,0.020055574124604562,
last_burst_slope,w90_gmv,-0.0007272252960738251,
last_burst_slope,w180_gmv,-0.0004683068130510901,
last_burst_slope,trend_gmv_7_14,0.17951357070586285,
last_burst_slope,trend_pres_7_14,0.00861721948712981,
last_burst_slope,trend_srch_7_14,0.03596490510955693,
