alpha,model,wcv,delta_vs_base,corr_correction_residual,std_correction,fold_wins,delta_2025-09-04,delta_2025-09-18,delta_2025-10-02,delta_2025-10-16
10000.0,SELF,1.7481873332054632,-0.00015545115371267868,0.010109513051900942,0.024578271476491408,4,-0.00012987604074310433,-0.00017766104078753564,-0.00024316966254489536,-0.00010923631664905287
10000.0,CLOCK,1.7480341206911567,-0.0003086636680190639,0.015460030305502989,0.03292924496262834,4,-0.00011754302234701086,-0.00038386980762838974,-0.0004801730198997767,-0.00022799753788538268
100000.0,SELF,1.7481874470107739,-0.00015533734840203668,0.009560745047662243,0.021496866898774142,4,-0.0001306766295288142,-0.0001719140295095567,-0.00022513487409914212,-0.00011937700513575678
100000.0,CLOCK,1.7480763705315097,-0.0002664138276661158,0.014206479231695976,0.029194086341573233,4,-0.00012411388409550028,-0.000313696249307327,-0.0004052603219704132,-0.00020295746804999126
1000000.0,SELF,1.7482433879816217,-9.939637755406552e-05,0.004332168131660794,0.010510285769341016,4,-8.5280656993314e-05,-0.00010251584467901864,-0.00011948150874352415,-9.033841024819189e-05
1000000.0,CLOCK,1.7481259361715777,-0.00021684818759816574,0.011855843883249968,0.020627337374839724,4,-0.00013532307918762143,-0.0002229546276615313,-0.0002842419930775275,-0.00019181531339396152
