fold,endpoint,rmsle,delta_vs_exp037,scope
2025-10-16,EXP037,1.7412785664162476,0.0,pilot_seed42
2025-10-16,ETX_FRESH_UNIT,1.7413885973157768,0.00011003089952921208,pilot_seed42
2025-10-16,ETX_VOL_UNIT,1.7411954693233225,-8.309709292508849e-05,pilot_seed42
2025-10-16,SEQ_FRESH,1.7410251443249476,-0.00025342209129997073,pilot_seed42
2025-10-16,SEQ_PLUS_ETX_ORTH_UNIT,1.7412377317952712,-4.083462097637103e-05,pilot_seed42
