occurrence_source,baseline,protocol,baseline_wcv,candidate_wcv,delta_wcv,better_folds,last_fold_delta,lambda_mean,outer_1_lambda,outer_2_lambda,outer_3_lambda,outer_4_lambda,fold_1_delta,fold_2_delta,fold_3_delta,fold_4_delta
fallback_occ_lgbm_residual,A_EXP037,"nested model cross-fit + analytic scalar on inner folds; lambda clipped [0,1.5]",1.7475098625535046,1.7470523546725931,-0.00045750788091158213,4,-0.00044108447917978744,0.8078952619526909,0.986458430534603,0.9875777326513994,0.4233169362204066,0.8342279484043543,-0.00011395276379011499,-0.0006148555307183834,-0.0004975696387521378,-0.00044108447917978744
fallback_occ_lgbm_residual,B_EXP037_SEQ65,"nested model cross-fit + analytic scalar on inner folds; lambda clipped [0,1.5]",1.7472719649885926,1.7468558240287846,-0.00041614095980790173,4,-0.00040084897343883874,0.7755911095521201,0.9451732135700667,0.9445633326231463,0.4010790708245661,0.8115488211907015,-8.70881811050328e-05,-0.0005559981533795888,-0.0004590595304359013,-0.00040084897343883874
fallback_occ_lgbm_residual,C_EXP037_BTYD05,"nested model cross-fit + analytic scalar on inner folds; lambda clipped [0,1.5]",1.7471888793955752,1.7468090719901783,-0.0003798074053969221,4,-0.00037682916527148613,0.7403431474323975,0.9548004345855646,0.9545716549551113,0.3154277164591068,0.736572783729807,-8.999332974823915e-05,-0.0005735270430551331,-0.0003613575857308593,-0.00037682916527148613
fallback_occ_lgbm_residual,D_EXP037_SEQ65_BTYD05,"nested model cross-fit + analytic scalar on inner folds; lambda clipped [0,1.5]",1.7469471638993779,1.7466034047572798,-0.0003437591420981138,4,-0.00034216654656149537,0.7096542026518551,0.9155794784692549,0.9137079749282705,0.2943017443330579,0.715027612876837,-6.595272867837565e-05,-0.0005194879779988337,-0.0003285315185759252,-0.00034216654656149537
