ckpt,panel,mode,n_zero_pos,rmsle,rmsle_cal,offset,mean_z,std_z,var_vs_base,corr_vs_base,d_cal
SEQ-01-S43-V0904,2025-09-04,avail как в обучении,118,1.772964580381274,1.7703562719164572,-0.09616118767974284,2.6879119873046875,1.5461771488189697,,,
SEQ-01-S43-V0904,2025-09-04,avail ≡ 1 (режим теста),118,1.7921556569936914,1.7747815208286313,-0.24894266853976763,2.840733289718628,1.4784202575683594,0.022066598758101463,0.9961775221124858,0.004425248912174107
