ckpt,panel,mode,n_zero_pos,rmsle,rmsle_cal,offset,mean_z,std_z,var_vs_base,corr_vs_base,d_cal
SEQ-01C-S42-V0904,2025-10-16,avail как в обучении,76,1.7546411926724919,1.7482313735141373,-0.14997064126236703,2.781277656555176,1.5576473474502563,,,
SEQ-01C-S42-V0904,2025-10-16,avail ≡ 1 (режим теста),76,1.7613933039554917,1.751617132696344,-0.1855366922843417,2.816742181777954,1.514432430267334,0.017310546711087227,0.9967267192285214,0.003385759182206627
