ckpt,panel,mode,aug,n_zero_pos,rmsle,rmsle_cal,offset,mean_z,std_z,var_vs_base,corr_vs_base,d_cal
SEQ-03A-A25-S42-V1016,2025-10-16,avail как в обучении,avail_drop,76,1.7501766454020957,1.749132238272049,0.060454140870128015,2.5710649490356445,1.538454532623291,,,
SEQ-03A-A25-S42-V1016,2025-10-16,avail ≡ 1 (режим теста),avail_drop,76,1.7493296562626874,1.749123469380095,0.026857683144168372,2.604661226272583,1.538475751876831,0.001672925311140716,0.9996465962990237,-8.768891953891966e-6
