ckpt,fold_ckpt,fold_panel,depth,train_max,avail,over_train,seen_in_train,rmsle,rmsle_cal,offset,bias,mean_z,std_z,zero_share,var_vs_clip,corr_vs_clip,d_cal_vs_clip
SEQ-D3A-BASE-S42-V0904,2025-09-04,2025-10-16,212,212,289,0,1,1.7529594121721035,1.7529336583968818,-0.009502439305775741,-0.009475180577984244,2.6409943103790283,1.5514497756958008,0.00005066395107888884,0.0,1.0,0.0
SEQ-D3A-BASE-S42-V0904,2025-09-04,2025-10-16,230,212,289,18,0,1.7519552980099675,1.7512426530453082,-0.049968523109460365,-0.04996366209959069,2.6814827919006348,1.557494878768921,0.000030398370647333303,0.009094958193600178,0.9981256193076481,-0.0016910053515735157
SEQ-D3A-BASE-S42-V0904,2025-09-04,2025-10-16,247,212,289,35,0,1.7527491760174347,1.7502264427422523,-0.09409690263027409,-0.09398169226621667,2.7255008220672607,1.5708142518997192,0.000030398370647333303,0.019675351679325104,0.9960402025769555,-0.0027072156546295023
SEQ-D3A-BASE-S42-V0904,2025-09-04,2025-10-16,261,212,289,49,0,1.7553958321484264,1.7499550793733356,-0.13825706869593216,-0.1380226106164364,2.7695417404174805,1.588887333869934,0.000045597555970999955,0.0325956717133522,0.9936727988478844,-0.0029785790235461462
SEQ-D3A-BASE-S42-V0904,2025-09-04,2025-10-16,275,212,289,63,0,1.759918107340655,1.750763210563275,-0.17961174127680093,-0.17914075560545006,2.810659885406494,1.613610029220581,0.00005573034618677772,0.049630049616098404,0.9908593301783658,-0.002170447833606648
SEQ-D3A-BASE-S42-V0904,2025-09-04,2025-10-16,289,212,289,77,0,1.7623563694364224,1.7513852638983833,-0.1968138834494762,-0.1961609811303524,2.8276801109313965,1.6173352003097534,0.00006079674129466661,0.06156688183546066,0.9885968322549387,-0.0015483944984984177
