ckpt,panel,mode,aug,n_zero_pos,rmsle,rmsle_cal,offset,mean_z,std_z,var_vs_base,corr_vs_base,d_cal
SEQ-D3A-S42-V1016,2025-10-16,avail как в обучении,none,76,1.7486891318932152,1.7463723258888924,0.08998543977147826,2.5415337085723877,1.5376169681549072,,,
SEQ-D3A-S42-V1016,2025-10-16,avail ≡ 1 (режим теста),none,76,1.753012463324485,1.7522838462682861,0.05053729987048789,2.580981969833374,1.4904367923736572,0.02014799788594246,0.9960898315027986,0.005911520379393798
