fold,depth,full,train_max,seen_in_train,rmsle,rmsle_cal,offset,mean_z,std_z,q99,zero_share,var_vs_full,corr_vs_full,best_cal
2025-09-18,90,0,226,1,1.8230183312474377,1.8069237750409974,0.24170706910593956,2.399106025695801,1.5629878044128418,6.1875,5.234916895694281e-6,0.17365515232086182,0.9649593316501227,1.764757084928878
2025-09-18,120,0,226,1,1.8003780168861812,1.788850338587,0.20340961094351823,2.437403678894043,1.5797779560089111,6.1875,0.00010469833791388561,0.10927484184503555,0.9781398271073735,1.764757084928878
2025-09-18,150,0,226,1,1.7850548586799238,1.7789872783456042,0.14705479244588554,2.4937584400177,1.5750561952590942,6.1875,0.00015704750687082843,0.0715484693646431,0.9856531255243319,1.764757084928878
2025-09-18,180,0,226,1,1.7760356480469743,1.7727446746865503,0.10806915149159445,2.5327441692352295,1.557174801826477,6.15625,0.0001413427561837456,0.047188784927129745,0.9905480991986737,1.764757084928878
2025-09-18,212,0,226,1,1.7693399595074704,1.7687162656241238,0.04697514264533894,2.5938382148742676,1.5540521144866943,6.1875,0.00013087292239235702,0.02772625721991062,0.994520754570239,1.764757084928878
2025-09-18,220,0,226,1,1.7680994011436788,1.767834397354116,0.030611041410660268,2.6102023124694824,1.5546373128890991,6.21875,0.00012040308860096846,0.023493003100156784,0.9953768112617833,1.764757084928878
2025-09-18,226,0,226,1,1.7671510988668926,1.7670350410974573,0.020252648226169647,2.62056040763855,1.5554252862930298,6.21875,0.0001361078392880513,0.020574746653437614,0.9959634610373731,1.764757084928878
2025-09-18,240,0,226,0,1.7657892479195962,1.7657870052419815,-0.0028144963342231566,2.6436095237731934,1.5596317052841187,6.28125,0.0001361078392880513,0.013610915280878544,0.9973437047225676,1.764757084928878
2025-09-18,254,0,226,0,1.7651106785821467,1.764757084928878,-0.03533270423098482,2.676121950149536,1.571820616722107,6.375,0.00009946342101819133,0.004746270831674337,0.9990667055973719,1.764757084928878
2025-09-18,261,1,226,0,1.7662337221295301,1.7649729369956253,-0.06674284431257282,2.7075116634368896,1.5820493698120117,6.4375,0.0000837586703311085,0.0,1.0,1.764757084928878
