ckpt,panel,mode,aug,n_zero_pos,rmsle,rmsle_cal,offset,mean_z,std_z,var_vs_base,corr_vs_base,d_cal
SEQ-D3A-BASE-S43-V0918,2025-09-18,avail как в обучении,none,104,1.764644001169759,1.764021476001431,-0.04692259139818765,2.687619686126709,1.5694113969802856,,,
SEQ-D3A-BASE-S43-V0918,2025-09-18,avail ≡ 1 (режим теста),none,104,1.7696672385851773,1.7668932775685458,-0.09910767607603381,2.7397994995117188,1.5498064756393433,0.01635845936834812,0.9967162325289338,0.002871801567114751
