ckpt,fold_ckpt,fold_panel,depth,train_max,avail,over_train,seen_in_train,rmsle,rmsle_cal,offset,bias,mean_z,std_z,zero_share,var_vs_clip,corr_vs_clip,d_cal_vs_clip
SEQ-01-S44-V0904,2025-09-04,2025-10-16,212,212,289,0,1,1.75384747935301,1.7538474649479732,-0.00022487950453169253,-0.00011748976682701695,2.631636619567871,1.565775752067566,0.0008258224025858881,0.0,1.0,0.0
SEQ-01-S44-V0904,2025-09-04,2025-10-16,226,212,289,14,0,1.752683169782284,1.7524563058069302,-0.02825907074247089,-0.028041073751202017,2.659560203552246,1.566604733467102,0.0008055568221543325,0.007874622009694576,0.998395008147251,-0.0013911591410429303
SEQ-01-S44-V0904,2025-09-04,2025-10-16,240,212,289,28,0,1.7525846694651401,1.751710477173866,-0.055471155873966116,-0.05514902777647057,2.6866681575775146,1.5686943531036377,0.000785291241722777,0.014773170463740826,0.9969944406461106,-0.002136987774107091
SEQ-01-S44-V0904,2025-09-04,2025-10-16,247,212,289,35,0,1.7525606346038303,1.7511166411417676,-0.07134981577023745,-0.07089132971738854,2.7024104595184326,1.5725570917129517,0.0008055568221543325,0.01912221498787403,0.9961262951362917,-0.0027308238062055956
SEQ-01-S44-V0904,2025-09-04,2025-10-16,254,212,289,42,0,1.7527702276452815,1.75075020621916,-0.08444728877684224,-0.08384294218992272,2.715362071990967,1.5756679773330688,0.0008562207732332214,0.022890275344252586,0.9953808067803339,-0.003097258728813168
SEQ-01-S44-V0904,2025-09-04,2025-10-16,261,212,289,49,0,1.7531172029452449,1.7503370647623149,-0.09920711385615621,-0.09838671393369713,2.729905843734741,1.5810675621032715,0.0008562207732332214,0.02671320177614689,0.9946519249682515,-0.003510400185658291
SEQ-01-S44-V0904,2025-09-04,2025-10-16,268,212,289,56,0,1.7534354982272746,1.7499981968660643,-0.11027726095139859,-0.10937399573301354,2.7408931255340576,1.5810468196868896,0.0008764863536647769,0.03097870573401451,0.9937902050722403,-0.0038492680819088854
SEQ-01-S44-V0904,2025-09-04,2025-10-16,275,212,289,63,0,1.754070123416865,1.7500914905692484,-0.11870737247310144,-0.11769623465513268,2.7492153644561768,1.5780842304229736,0.0008004904270464436,0.03535240516066551,0.9928769817236315,-0.003755974378724769
SEQ-01-S44-V0904,2025-09-04,2025-10-16,282,212,289,70,0,1.7543060990784303,1.749921314984888,-0.12460487383944231,-0.123558709096661,2.755077838897705,1.5741158723831177,0.0008106232172622215,0.039681222289800644,0.9919642423306854,-0.003926149963085157
SEQ-01-S44-V0904,2025-09-04,2025-10-16,289,212,289,77,0,1.7546351634362853,1.7499853512036145,-0.1282971984978084,-0.12722677893613854,2.7587459087371826,1.5699541568756104,0.0008258224025858881,0.043329861015081406,0.9911902071513463,-0.0038621137443586306
