ckpt,panel,mode,aug,n_zero_pos,rmsle,rmsle_cal,offset,mean_z,std_z,var_vs_base,corr_vs_base,d_cal
SEQ-D3A-G2-S44-V1016,2025-10-16,avail как в обучении,none,76,1.7468711342346732,1.7457063538981337,0.06378154577947225,2.5677378177642822,1.5796259641647339,,,
SEQ-D3A-G2-S44-V1016,2025-10-16,avail ≡ 1 (режим теста),none,76,1.7499300733109973,1.749269558525088,-0.04824483338111139,2.679353952407837,1.586749792098999,0.009335431270301342,0.9981478579780629,0.0035632046269542528
