fold,depth,full,train_max,seen_in_train,rmsle,rmsle_cal,offset,mean_z,std_z,q99,zero_share,var_vs_full,corr_vs_full,best_cal
2025-10-16,90,0,254,1,1.799124054954138,1.7887642052155848,0.19279518472741683,2.4387240409851074,1.5545262098312378,6.15625,0.0,0.1792406141757965,0.9626301837083546,1.747207994183242
2025-10-16,120,0,254,1,1.77812992981755,1.7721584535428607,0.14560378720878478,2.485915184020996,1.5843008756637573,6.21875,0.000020265580431555534,0.11848536133766174,0.9761177875874333,1.747207994183242
2025-10-16,150,0,254,1,1.765359062642476,1.7626598675374545,0.09758489343522803,2.5339341163635254,1.5830439329147339,6.25,0.00002533197553944442,0.079739511013031,0.984017403869946,1.747207994183242
2025-10-16,180,0,254,1,1.7562330632548808,1.7553501838346064,0.05568037878316389,2.575838804244995,1.5633623600006104,6.21875,0.000015199185323666652,0.05283481255173683,0.9891378832635368,1.747207994183242
2025-10-16,212,0,254,1,1.75117926792655,1.7511638887115548,0.007339161286809719,2.6241798400878906,1.5654670000076294,6.25,5.066395107888884e-6,0.03440016508102417,0.9929931098777779,1.747207994183242
2025-10-16,220,0,254,1,1.7500317120033015,1.7500291441802645,-0.0029979220966928014,2.634516954421997,1.5680657625198364,6.25,0.0,0.03064253181219101,0.9938096581216558,1.747207994183242
2025-10-16,240,0,254,1,1.750646314997411,1.7486394758844988,0.08380037942873345,2.5477187633514404,1.5680785179138184,6.21875,0.00002533197553944442,0.02102450095117092,0.9957997543319381,1.747207994183242
2025-10-16,254,0,254,1,1.7492189299462022,1.7473629141548854,0.08055874327645987,2.5509603023529053,1.5705891847610474,6.25,0.00002533197553944442,0.01592273637652397,0.9968894918979718,1.747207994183242
2025-10-16,275,0,254,0,1.7493321719222004,1.747207994183242,0.08618162672063641,2.545337677001953,1.5568816661834717,6.15625,0.00002533197553944442,0.0061924755573272705,0.9987609122079162,1.747207994183242
2025-10-16,289,1,254,0,1.7500452161022517,1.7480793216714847,0.0829273389597052,2.5485918521881104,1.5411903858184814,6.09375,0.00004053116086311107,0.0,1.0,1.747207994183242
