fold,depth,full,train_max,seen_in_train,rmsle,rmsle_cal,offset,mean_z,std_z,q99,zero_share,var_vs_full,corr_vs_full,best_cal
2025-09-18,90,0,226,1,1.8106858790572982,1.8083981646884713,0.09099137634341664,2.549821615219116,1.487932562828064,6.1875,0.0,0.1474752426147461,0.9676970518218092,1.7685237352779697
2025-09-18,120,0,226,1,1.7949681676754143,1.7918986292893804,0.10492866776469659,2.535884380340576,1.4912199974060059,6.1875,0.0,0.09165757894515991,0.9800175610824915,1.7685237352779697
2025-09-18,150,0,226,1,1.7839207254142462,1.782414308359905,0.07329657506576974,2.567516565322876,1.490171194076538,6.15625,0.0,0.06102991849184036,0.9867698379927544,1.7685237352779697
2025-09-18,180,0,226,1,1.7771704231100613,1.776582024282315,0.04572771341480782,2.595085620880127,1.4811147451400757,6.15625,0.0,0.04095594957470894,0.9912874983467208,1.7685237352779697
2025-09-18,212,0,226,1,1.7725590068651667,1.7725515241295118,-0.00515044900666843,2.645963668823242,1.484445571899414,6.1875,0.0,0.023617718368768692,0.9950861200485889,1.7685237352779697
2025-09-18,220,0,226,1,1.7716887399691625,1.7715868086492663,-0.019004492979970353,2.659817695617676,1.4877532720565796,6.21875,0.0,0.01998518407344818,0.9958466425006918,1.7685237352779697
2025-09-18,226,0,226,1,1.7710808205781012,1.7708811058062208,-0.026596656145786348,2.667409896850586,1.4898757934570312,6.21875,0.0,0.01753850094974041,0.9963609397271042,1.7685237352779697
2025-09-18,240,0,226,0,1.7703355499808313,1.7697711524573938,-0.0446993003922855,2.6855125427246094,1.4975824356079102,6.28125,0.0,0.011614097282290459,0.9975835256520005,1.7685237352779697
2025-09-18,254,0,226,0,1.770138292649708,1.7686165800447695,-0.07338234048847708,2.714195489883423,1.5133602619171143,6.375,0.0,0.0034449747763574123,0.9992685344456064,1.7685237352779697
2025-09-18,261,1,226,0,1.7707829999441234,1.7685237352779697,-0.08942164530787246,2.7302348613739014,1.5220364332199097,6.40625,0.0,0.0,1.0,1.7685237352779697
