ckpt,fold_ckpt,fold_panel,depth,train_max,avail,over_train,seen_in_train,rmsle,rmsle_cal,offset,bias,mean_z,std_z,zero_share,var_vs_clip,corr_vs_clip,d_cal_vs_clip
SEQ-D3A-G1-S43-V0904,2025-09-04,2025-10-16,212,212,289,0,1,1.7516577909430946,1.7516401079486625,0.007870755823941486,0.007870724725970835,2.6236484050750732,1.5481457710266113,0.000045597555970999955,0.0,1.0,0.0
SEQ-D3A-G1-S43-V0904,2025-09-04,2025-10-16,230,212,289,18,0,1.7501271969713241,1.7498735320348284,-0.02979716325139873,-0.029795834493389517,2.6613149642944336,1.5556656122207642,0.00003546476575522219,0.008256937377154827,0.9982975417699147,-0.001766575913834112
SEQ-D3A-G1-S43-V0904,2025-09-04,2025-10-16,247,212,289,35,0,1.749800687499203,1.7485715212614639,-0.06560076361959022,-0.06557292647336999,2.697092056274414,1.5688798427581787,0.00003546476575522219,0.01746903918683529,0.9964923510241509,-0.003068586687198671
SEQ-D3A-G1-S43-V0904,2025-09-04,2025-10-16,261,212,289,49,0,1.7498755916405293,1.747849060153818,-0.08421411249514235,-0.08418364233945885,2.715702772140503,1.5767208337783813,0.00004053116086311107,0.024909624829888344,0.9950649011301641,-0.0037910477948446264
SEQ-D3A-G1-S43-V0904,2025-09-04,2025-10-16,275,212,289,63,0,1.7502292462130626,1.7476709339959224,-0.09464330351628543,-0.09457916922544518,2.7260982990264893,1.5864858627319336,0.000045597555970999955,0.034690625965595245,0.993237140272234,-0.0039691739527401015
SEQ-D3A-G1-S43-V0904,2025-09-04,2025-10-16,289,212,289,77,0,1.7508881462709307,1.74778048989914,-0.10432101059135668,-0.10425181097959557,2.7357709407806396,1.5920207500457764,0.00006079674129466661,0.0428069606423378,0.99170643779871,-0.0038596180495225063
