ckpt,panel,mode,aug,n_zero_pos,rmsle,rmsle_cal,offset,mean_z,std_z,var_vs_base,corr_vs_base,d_cal
SEQ-D3A-G2-BASE-S44-V1016,2025-10-16,avail как в обучении,none,76,1.7474364624575647,1.7466549894256658,0.05225455234365388,2.5792646408081055,1.595123052597046,,,
SEQ-D3A-G2-BASE-S44-V1016,2025-10-16,avail ≡ 1 (режим теста),none,76,1.7494045395867492,1.7484856938548592,-0.057094478718591635,2.687410593032837,1.5958033800125122,0.005644612479954958,0.9988913487350399,0.0018307044291934194
