ckpt,panel,mode,aug,n_zero_pos,rmsle,rmsle_cal,offset,mean_z,std_z,var_vs_base,corr_vs_base,d_cal
SEQ-D3A-G1-S43-V1016,2025-10-16,avail как в обучении,none,76,1.7442330721976405,1.744108527617398,0.02084356112308238,2.610675573348999,1.5677458047866821,,,
SEQ-D3A-G1-S43-V1016,2025-10-16,avail ≡ 1 (режим теста),none,76,1.7574321158788897,1.7523770076243126,-0.1332208657998635,2.7646994590759277,1.4497803449630737,0.032013483345508575,0.9960188003786988,0.008268480006914602
