fold,depth,full,train_max,seen_in_train,rmsle,rmsle_cal,offset,mean_z,std_z,q99,zero_share,var_vs_full,corr_vs_full,best_cal
2025-09-18,90,0,226,1,1.8114942194308326,1.8055992787382618,0.1460224354378131,2.49479079246521,1.5431594848632812,6.1875,5.234916895694281e-6,0.16043607890605927,0.9664497828580942,1.7636723267290726
2025-09-18,120,0,226,1,1.7922257524827538,1.7879525268119996,0.12368876153054448,2.5171244144439697,1.5522700548171997,6.1875,0.00005234916895694281,0.09995012730360031,0.9792188163267141,1.7636723267290726
2025-09-18,150,0,226,1,1.7813311092536694,1.7781456037579475,0.10648348525096771,2.534329652786255,1.550475001335144,6.1875,0.00012040308860096846,0.06397902965545654,0.9866814105022792,1.7636723267290726
2025-09-18,180,0,226,1,1.7735350516736241,1.7719286970687202,0.0754670260399295,2.5653462409973145,1.5427031517028809,6.15625,0.00027745059547179687,0.04119042679667473,0.9913903611292418,1.7636723267290726
2025-09-18,212,0,226,1,1.7686718455506456,1.767786759761841,0.055947021853337935,2.5848660469055176,1.5455929040908813,6.1875,0.0004973171050909567,0.021933013573288918,0.9954221414009574,1.7636723267290726
2025-09-18,220,0,226,1,1.7673614600948166,1.766951808457403,0.038050456207463286,2.6027626991271973,1.5428978204727173,6.21875,0.000465907603716791,0.017973046749830246,0.9962480112907103,1.7636723267290726
2025-09-18,226,0,226,1,1.7666138314340567,1.7662510504508497,0.03580022619185199,2.605012893676758,1.5474975109100342,6.21875,0.0005339615233608166,0.01538621075451374,0.9967912893341052,1.7636723267290726
2025-09-18,240,0,226,0,1.7654228882783747,1.7652872604864176,0.021882925341874533,2.6189303398132324,1.5496275424957275,6.25,0.0006072503599005366,0.009778921492397785,0.9979631988464256,1.7636723267290726
2025-09-18,254,0,226,0,1.7639475364395099,1.7639468337948887,-0.001592920532260783,2.642287254333496,1.5523000955581665,6.28125,0.0005339615233608166,0.0032187376637011766,0.999332887053085,1.7636723267290726
2025-09-18,261,1,226,0,1.7636789894849072,1.7636723267290726,-0.0048492570346969355,2.6455776691436768,1.5490708351135254,6.28125,0.0005496662740478995,0.0,1.0,1.7636723267290726
