ckpt,panel,mode,aug,n_zero_pos,rmsle,rmsle_cal,offset,mean_z,std_z,var_vs_base,corr_vs_base,d_cal
SEQ-03A-B-S42-V1016,2025-10-16,avail как в обучении,avail_bnd,76,1.7522210861151615,1.7498629677010373,0.09087534811550727,2.5406436920166016,1.5443748235702515,,,
SEQ-03A-B-S42-V1016,2025-10-16,avail ≡ 1 (режим теста),avail_bnd,76,1.752002969568032,1.7496607764949221,0.09056253403250386,2.540956735610962,1.5439929962158203,0.000598034355789423,0.9998746303890108,-0.0002021912061151987
