ckpt,panel,mode,n_zero_pos,rmsle,rmsle_cal,offset,mean_z,std_z,var_vs_base,corr_vs_base,d_cal
SEQ-01-S44-V1016,2025-10-16,avail как в обучении,76,1.746461193754048,1.7463090847208385,0.023049553364050557,2.6084697246551514,1.585403323173523,,,
SEQ-01-S44-V1016,2025-10-16,avail ≡ 1 (режим теста),76,1.756419384438402,1.750289964639259,-0.1477844980678795,2.777270555496216,1.577120304107666,0.013302302919328213,0.9973536544205894,0.0039808799184204435
