fold,source,stratum,n,mean_resid,sd_resid,se
2025-10-16,hold,ВСЕ,317196,-0.009879172529476688,1.115155689774306,0.0019800294672985704
2025-10-16,hold,0,15292,-0.04480206660867118,1.1910164996251704,0.00963131602585899
2025-10-16,hold,1,16920,-0.022863083521713474,1.1555143906130612,0.008883317388891903
2025-10-16,hold,2-3,35049,-0.031710014856827354,1.1481514031217337,0.006132835914390007
2025-10-16,hold,4-7,63921,-0.02559470221457589,1.1518303734679731,0.004555821987523129
2025-10-16,hold,8-15,86769,-0.011829277397244146,1.1460422743240013,0.003890615760083415
2025-10-16,hold,16-30,68546,0.010911515763243514,1.077189750781716,0.004114349248650469
2025-10-16,hold,31+,30699,0.031409480701532246,0.9118935208930172,0.005204535984040123
2025-10-16,extra,ВСЕ,887996,-0.014194797193336186,1.1124193346535243,0.0011804919336258265
2025-10-16,extra,0,41499,-0.09872428169500672,1.1707959469969957,0.005747280510884419
2025-10-16,extra,1,44770,-0.06106857500231486,1.1531407598065921,0.0054499030447290675
2025-10-16,extra,2-3,92350,-0.04465955056866556,1.1373596990731538,0.003742651468097035
2025-10-16,extra,4-7,170353,-0.027290279100613005,1.1498170090129505,0.002785825027625561
2025-10-16,extra,8-15,238889,-0.015830053515125963,1.1468249626876297,0.0023463838530786013
2025-10-16,extra,16-30,201668,0.017329901121871237,1.088397144484557,0.0024236443893196962
2025-10-16,extra,31+,98467,0.0333726579035956,0.9222695479981862,0.0029390875011473887
