ckpt,panel,mode,aug,n_zero_pos,rmsle,rmsle_cal,offset,mean_z,std_z,var_vs_base,corr_vs_base,d_cal
SEQ-D3A-S43-V0918,2025-09-18,avail как в обучении,none,104,1.7636789894849072,1.7636723267290726,-0.0048492570346969355,2.6455776691436768,1.5490708351135254,,,
SEQ-D3A-S43-V0918,2025-09-18,avail ≡ 1 (режим теста),none,104,1.7702231544758034,1.7677685212929366,-0.09322366084085378,2.733987808227539,1.523532509803772,0.020319368690252304,0.9958333342116866,0.0040961945638640085
