exp_id,probe,requested_gap,actual_gap,n_cutoffs,seed,rounds,wcv,fold_cal,fold_bias,fold_scores,mean_z
GAP-DIST-K5-G030-S42-R50,dist,30,35,5,42,50,1.7552274108493888,"[1.7764720785346706, 1.7703706244390487, 1.7567959287036756, 1.7480017650641702]","[-0.05324748575714233, -0.03628197601419636, -0.02683511461781496, -0.009457248986227462]","[1.777269912127235, 1.7707423668225148, 1.7570008703715434, 1.7480273482488313]",2.656814661676406
GAP-DIST-K5-G030-S42-R100,dist,30,35,5,42,100,1.7508454678608978,"[1.771745659186194, 1.765459895556093, 1.7521937407062427, 1.7439052005987645]","[-0.08093373312447971, -0.0600320544563413, -0.042002061051573225, -0.03130974587116153]","[1.7735932312688234, 1.7664802547379859, 1.752697086807277, 1.744186242596224]",2.678884259531626
GAP-DIST-K5-G030-S42-R150,dist,30,35,5,42,150,1.750848536239323,"[1.772113213409028, 1.7654101367393682, 1.7521911472977363, 1.7438787459388916]","[-0.0854896850913689, -0.061646853665374035, -0.03851164122867212, -0.030947882820995254]","[1.7741740972621296, 1.7664861407520172, 1.7526143224276935, 1.7441533338524178]",2.679429081372392
GAP-DIST-K5-G030-S42-R200,dist,30,35,5,42,200,1.7512187119127127,"[1.7726156902287502, 1.7657963210925414, 1.7525911846373212, 1.7442134509659466]","[-0.08540388806880728, -0.05916794885552612, -0.03423886851012181, -0.028613463799126215]","[1.7746718596243132, 1.7667873368789249, 1.7529256004135778, 1.7444481341791507]",2.67712172880579
GAP-DIST-K5-G120-S42-R50,dist,120,126,5,42,50,1.7598416079035955,"[1.780185980025083, 1.772227690373199, 1.7601428140506934, 1.7540514376974596]","[0.050818917417553955, 0.030091009255836187, 0.018056193595992642, 0.011602363621831202]","[1.7809111953843622, 1.7724831326033992, 1.760235425158087, 1.7540898098244961]",2.598226218100064
GAP-DIST-K5-G120-S42-R100,dist,120,126,5,42,100,1.7548279523818846,"[1.774039747440154, 1.7674895870356715, 1.755760427930052, 1.7487948315620705]","[0.03582140362534503, 0.0014557931774992205, -0.011842079628274327, -0.01683714628257249]","[1.774401363405477, 1.7674901865677513, 1.7558003631207741, 1.748875882500857]",2.623792546356636
GAP-DIST-K5-G120-S42-R150,dist,120,126,5,42,150,1.7550654820302738,"[1.7738857588110037, 1.767743527957718, 1.7558190489692476, 1.7491666524813345]","[0.038061129199669086, -0.001929183851178795, -0.015019187312482085, -0.017250361311282436]","[1.7742940384469663, 1.767744580641313, 1.7558832844784418, 1.7492517123382008]",2.6249881266664388
GAP-DIST-K5-G120-S42-R200,dist,120,126,5,42,200,1.75551062505486,"[1.774294317179029, 1.768285153069675, 1.7562809009283489, 1.7495838935988905]","[0.04269221594327055, -0.0009392737793976202, -0.015869591101023595, -0.01535102097540264]","[1.774807862636388, 1.7682854025303374, 1.7563525975405412, 1.7496512379859142]",2.6233370935099383
