ckpt,fold_ckpt,fold_panel,depth,train_max,avail,over_train,seen_in_train,rmsle,rmsle_cal,offset,bias,mean_z,std_z,zero_share,var_vs_clip,corr_vs_clip,d_cal_vs_clip
SEQ-D3A-G1-BASE-S43-V0904,2025-09-04,2025-10-16,212,212,289,0,1,1.7527142557901036,1.7526762374131082,0.011544230476196543,0.01154427819276771,2.6199748516082764,1.5355952978134155,0.00004053116086311107,0.0,1.0,0.0
SEQ-D3A-G1-BASE-S43-V0904,2025-09-04,2025-10-16,230,212,289,18,0,1.7512298463634466,1.7508124322519496,-0.03823447051227005,-0.03823299117063561,2.6697521209716797,1.5450507402420044,0.00002533197553944442,0.010558017529547215,0.9977938267684312,-0.0018638051611585826
SEQ-D3A-G1-BASE-S43-V0904,2025-09-04,2025-10-16,247,212,289,35,0,1.751770087110466,1.749490507737086,-0.08935356778725609,-0.08933705992673913,2.720856189727783,1.5554914474487305,0.000020265580431555534,0.020506158471107483,0.9957903678644142,-0.003185729676022264
SEQ-D3A-G1-BASE-S43-V0904,2025-09-04,2025-10-16,261,212,289,49,0,1.7534933516902642,1.7489413538437473,-0.12630507369155256,-0.1262602300164608,2.757779359817505,1.5688090324401855,0.000015199185323666652,0.03021121770143509,0.993958616242442,-0.003734883569360914
SEQ-D3A-G1-BASE-S43-V0904,2025-09-04,2025-10-16,275,212,289,63,0,1.756290512307883,1.748751176231306,-0.16259933134012042,-0.16254706091856042,2.7940661907196045,1.5814992189407349,0.000015199185323666652,0.042480263859033585,0.9916877936899136,-0.003925061181802247
SEQ-D3A-G1-BASE-S43-V0904,2025-09-04,2025-10-16,289,212,289,77,0,1.7597412913329906,1.7494774966761937,-0.18989402116303933,-0.18976325697874108,2.821282386779785,1.5895286798477173,0.000015199185323666652,0.05461030825972557,0.9894092193595013,-0.003198740736914507
