exp_id,probe,requested_gap,actual_gap,n_cutoffs,seed,rounds,wcv,fold_cal,fold_bias,fold_scores,mean_z
GAP-E02-K5-G090-S42-R75,e02,90,91,5,42,75,1.755596960430647,"[1.7745376550369363, 1.769234589546282, 1.7565698757723949, 1.7493335086550783]","[-0.1288555895511494, -0.05732084609243637, -0.1232952242331633, -0.16966908471732634]","[1.7792098392552134, 1.770162905566534, 1.76089166071901, 1.7575424099612227]",2.7458066305225484
GAP-E02-K5-G090-S42-R100,e02,90,91,5,42,100,1.7547293921932432,"[1.7738749130797626, 1.76825367026822, 1.7556542280853242, 1.7484927146176434]","[-0.13067277902838415, -0.059256698755379755, -0.12300274614945295, -0.17247657263781413]","[1.778681416789622, 1.769246279850382, 1.7599577961286976, 1.7569789245121474]",2.7473766175058443
GAP-E02-K5-G090-S42-R150,e02,90,91,5,42,150,1.7548563264810975,"[1.7742955055858296, 1.7686640617003322, 1.755888363628755, 1.7484584767143687]","[-0.12272887394495013, -0.05095109908453255, -0.12325812896081612, -0.17213984614431999]","[1.7785350591698945, 1.7693978008487063, 1.7602092277137047, 1.756912297700728]",2.7433523785905636
GAP-E02-K5-G090-S42-R200,e02,90,91,5,42,200,1.7552375322933325,"[1.7747916527461993, 1.7691847541454788, 1.7562522164971095, 1.748799119671799]","[-0.1192934202330358, -0.04804220601263465, -0.12155408484194918, -0.17440732637837097]","[1.7787963495366197, 1.7698369269114482, 1.7604537232988298, 1.757475248387694]",2.7419433417909578
GAP-E02-K5-G090-S42-R250,e02,90,91,5,42,250,1.7556758705502573,"[1.775287483870086, 1.7695552544043982, 1.7567149672696551, 1.749235024562045]","[-0.1195358765161334, -0.04979094036807563, -0.12143766040988746, -0.1741377745134156]","[1.779307379063044, 1.7702556132548297, 1.7609073504570758, 1.757882926868621]",2.7423378375739786
GAP-E02-K5-G090-S42-R300,e02,90,91,5,42,300,1.7562698694425107,"[1.7759712403295345, 1.7701949715292147, 1.757156264106294, 1.7498827252280649]","[-0.11971972374660611, -0.04950815547464549, -0.12199753474060326, -0.1790605957688629]","[1.7800019599546602, 1.7708871497071699, 1.7613862915186962, 1.7590222158424154]",2.7437143277625027
GAP-E02-K5-G120-S42-R50,e02,120,126,5,42,50,1.762313396858985,"[1.7819360953820835, 1.7754238349139524, 1.7625620530237809, 1.7564586219474578]","[-0.15167006674847183, -0.117902758121748, -0.12327212693974099, -0.11627225925625417]","[1.7883791704146612, 1.7793343850870977, 1.7668675694685365, 1.7603028514679273]",2.752722803477497
GAP-E02-K5-G120-S42-R75,e02,120,126,5,42,75,1.7573764857749443,"[1.7769970157614854, 1.7710368931854383, 1.7582851340145296, 1.7510544935542105]","[-0.16799796376421572, -0.14046961065843133, -0.14479524322016912, -0.13613065572676364]","[1.7849206452540536, 1.7765988259994043, 1.7642370234624596, 1.7563380639344441]",2.772807338988319
GAP-E02-K5-G120-S42-R100,e02,120,126,5,42,100,1.7568049253237552,"[1.776336889855653, 1.7705471986910168, 1.7577730596361802, 1.7504437942592397]","[-0.15639866300591665, -0.13939531066991906, -0.1423448506635796, -0.1342357017298932]","[1.7832087056909776, 1.776026023297342, 1.7635272001568831, 1.7555832935180264]",2.7686022023230246
GAP-E02-K5-G120-S42-R150,e02,120,126,5,42,150,1.7570946704367005,"[1.7762489284311576, 1.7707391809989446, 1.7581098838659242, 1.7507816538322207]","[-0.14610944730829756, -0.13137862711137682, -0.1372346648514693, -0.12535934188397757]","[1.782248089444007, 1.7756062600908755, 1.7634578910599463, 1.7552639015239475]",2.760539939532773
GAP-E02-K5-G120-S42-R200,e02,120,126,5,42,200,1.757415771119492,"[1.7765382084526193, 1.7711174654203548, 1.75839300637917, 1.7511114252477962]","[-0.13976642301403652, -0.13226798183619382, -0.13524200561132282, -0.1267274594917871]","[1.7820277138973166, 1.7760495208411866, 1.7635865809953137, 1.7556910554474454]",2.759058249921934
GAP-E02-K5-G120-S42-R250,e02,120,126,5,42,250,1.7579854493761722,"[1.7770783417770906, 1.7717349381019198, 1.7588323820608385, 1.7517379993022875]","[-0.13939500204761623, -0.13496592487140324, -0.1371871670107634, -0.12479882044611923]","[1.7825371375924652, 1.7768681758194727, 1.764175758302424, 1.7561778963654455]",2.759631101090949
GAP-E02-K5-G120-S42-R300,e02,120,126,5,42,300,1.7586578594335713,"[1.777590521408788, 1.7724372551176115, 1.7595502362384505, 1.7524002393632194]","[-0.13788129462023768, -0.13340865743854957, -0.13601374697203905, -0.12319076042256327]","[1.7829301156864548, 1.7774509137735979, 1.7648008008005316, 1.7567249795303597]",2.758167960164047
