ckpt,panel,mode,n_zero_pos,rmsle,rmsle_cal,offset,mean_z,std_z,var_vs_base,corr_vs_base,d_cal
SEQ-01-S43-V0904,2025-10-16,avail как в обучении,76,1.7670414648706714,1.7504462844393889,-0.24202658545356417,2.87302565574646,1.613182544708252,,,
SEQ-01-S43-V0904,2025-10-16,avail ≡ 1 (режим теста),76,1.7858881017217925,1.7539986638909573,-0.3359837159264188,2.9675028324127197,1.532646656036377,0.02594650350511074,0.9960645167706584,0.003552379451568388
