outer_fold,cell,n_donor,residual_mean,shrinkage,correction
2025-10-16,116,38994,0.8025494752661384,0.6609824727938435,0.5304711367008137
2025-10-16,117,42348,0.5194708718153596,0.6792198627061012,0.3528349342342473
2025-10-16,118,44150,0.26718063124267405,0.6882307092751364,0.18388191534472423
2025-10-16,119,41825,0.06957694099522146,0.6765062676910635,0.04706923667003862
2025-10-16,120,317,2.789519090752618,0.01560269724860954,0.04352402184222966
2025-10-16,121,734,2.433903110331335,0.035400790971351404,0.08616209525336162
2025-10-16,122,1033,1.9127911767100874,0.04911329815052536,0.09394348336145678
2025-10-16,123,1179,1.5929071276997018,0.05566835072477454,0.08867451265678022
2025-10-16,124,1271,1.0474241616726263,0.059752714964035544,0.06258643737886832
2025-10-16,125,1212,0.6490954792635736,0.05713746935696776,0.03708767305616874
2025-10-16,126,987,0.3186431447640703,0.04702911326058989,0.014985504544820004
2025-10-16,127,794,-0.030671669787748625,0.038184091564874484,-0.001171169847622988
2025-10-16,128,486,-0.3683984977588136,0.023723518500439324,-0.00873970857711527
2025-10-16,129,210,-0.92120103399123,0.010390895596239486,-0.009572103767350732
2025-10-16,183,3,0.6742155989716722,0.00014997750337449384,0.00010111717226991035
2025-10-16,184,3,2.6534705406918815,0.00014997750337449384,0.00039796088697073665
2025-10-16,185,3,1.109909658447726,0.00014997750337449384,0.0001664614795452271
2025-10-16,186,2,0.565311812043038,9.999000099990002e-05,5.652552865143866e-05
2025-10-16,187,6,0.047765514731054504,0.00029991002699190244,1.432535681227267e-05
2025-10-16,188,2,-0.3022673848100166,9.999000099990002e-05,-3.0223716109390718e-05
2025-10-16,189,1,2.2443868138885392,4.999750012499375e-05,0.00011221373000792656
2025-10-16,190,13,4.103388696401199,0.0006495777744466097,0.0026654700970976655
2025-10-16,191,27,4.14133271689418,0.0013481799570579716,0.005583261764425169
2025-10-16,192,38,3.7541553702198427,0.0018963968459926141,0.007119368403451143
2025-10-16,193,39,3.029227541447606,0.001946204900444134,0.005895497485725667
2025-10-16,194,81,2.810967819054808,0.0040336636621682185,0.011338498747245629
2025-10-16,195,97,2.2541193669181068,0.004826591033487585,0.010879712324777645
2025-10-16,196,89,1.8776468845680867,0.004430285230723282,0.008318511261215578
2025-10-16,197,101,1.4464210156330473,0.005024625640515397,0.007267724122130132
2025-10-16,198,92,1.1024740084991687,0.004578936890304599,0.005048158908118829
2025-10-16,199,54,0.6504233157336468,0.0026927296299990027,0.0017514141343181872
2025-10-16,200,98,3.9288693621336765,0.004876107075330879,0.019157587694750736
2025-10-16,201,251,3.2875157590604034,0.01239444965680707,0.04074694857163406
2025-10-16,202,468,2.796893356270972,0.022864959937463358,0.06395085454049321
2025-10-16,203,632,2.4416418841503247,0.030632027917797598,0.07479244236055667
2025-10-16,204,832,2.030348807924057,0.039938556067588324,0.08108919970203608
2025-10-16,205,1038,1.6975548084195515,0.04933929080711094,0.08375615035362176
2025-10-16,206,1374,1.392369107479462,0.06428370917937681,0.08950665077555818
2025-10-16,207,1564,1.016787373458239,0.07252828788721943,0.07374584734226888
2025-10-16,208,1694,0.7267223711228809,0.07808610675762884,0.05674692065465844
2025-10-16,209,1746,0.4530807850190511,0.08029062816150097,0.036378140837085585
2025-10-16,210,148,4.036117353966486,0.007345642247369466,0.029647874150637285
2025-10-16,211,352,3.4169265946680896,0.01729559748427673,0.059097787014699664
2025-10-16,212,757,3.0183758727004917,0.036469624704918824,0.11007903529576875
2025-10-16,213,1164,2.6058073157839052,0.054999054999055,0.14331693987773889
2025-10-16,214,1578,2.2605280525771048,0.07313003985540828,0.16531250657923216
2025-10-16,215,2197,1.8533246378965185,0.0989773392800829,0.18343714148122048
2025-10-16,216,3012,1.4752779431187875,0.13088823222666435,0.19309652201780755
2025-10-16,217,4050,1.1097948310518468,0.1683991683991684,0.18688852664282657
2025-10-16,218,5627,0.7590426057509086,0.21957310648924963,0.1666653429024218
2025-10-16,219,9159,0.40648568713368455,0.3141054219966391,0.12767935829271979
2025-10-16,220,19,4.7434167228919835,0.0009490983565612668,0.004501969016182011
2025-10-16,221,62,4.267448512655168,0.0030904196989333067,0.013188206947693173
2025-10-16,222,112,3.85702753544162,0.005568814638027049,0.021479071398640682
2025-10-16,223,176,3.2823923634685768,0.008723235527359239,0.028633081679741747
2025-10-16,224,281,2.8268110136125766,0.013855332577289088,0.03916640672674592
2025-10-16,225,449,2.3437968100548896,0.021957063915105872,0.051462896362396475
2025-10-16,226,693,1.9976680653301042,0.03348958585028754,0.06690107617425034
2025-10-16,227,946,1.5164134035390422,0.045163754416117634,0.06848692255074638
2025-10-16,228,1522,1.1137269439715278,0.07071833472725583,0.07876091481854221
2025-10-16,229,3288,0.5665588299652742,0.1411885949845414,0.07999164517888276
2025-10-16,231,1,3.9719969821445353,4.999750012499375e-05,0.0001985899196112462
2025-10-16,232,5,3.0358097296431326,0.00024993751562109475,0.0007587627417253518
2025-10-16,233,5,1.9783034813833265,0.00024993751562109475,0.0004944522572815112
2025-10-16,234,4,1.7574620358946258,0.0001999600079984003,0.00035142212275437426
2025-10-16,235,13,0.8045130371538658,0.0006495777744466097,0.0005225937881876908
2025-10-16,236,14,0.6647585748394269,0.0006995103427600679,0.00046500549853862184
2025-10-16,237,9,0.06361111469309957,0.0004497975910840122,2.8612126155125002e-05
2025-10-16,238,14,0.6274020513036727,0.0006995103427600679,0.00043887422395580183
2025-10-16,239,11,-0.6425456512298887,0.0005496976662835441,-0.00035320584496170986
