fold,auc,logloss,brier
2025-09-04,0.8973861654361435,0.08978948467256057,0.023245918406991823
2025-09-18,0.8980239595599345,0.08343685929665454,0.02122825617370697
2025-10-02,0.8979261938909119,0.07685908759962845,0.019097721925529654
2025-10-16,0.9008089447916827,0.07359116884119847,0.018227177098002464
