config,wcv,fold_0904,fold_0918,fold_1002,fold_1016
S1-DIST-MIX (база),1.7494835973237886,1.7691335679979736,1.762566098123157,1.7507266460832276,1.743135201409954
S1-ROUNDS,1.7494789715806875,1.7690845433666018,1.7625714110192685,1.7506938280315174,1.7431477370223882
SEQ-01-S42,1.748717027076874,1.7680611638869514,1.7615199343775443,1.7498541741524265,1.7425297096126704
