branch,name,family,delta_table,wins_recent,latest_delta,friend_corr,friend_std,friend_mae,friend_pct02,friend_pct05,friend_pct10,corr__submission_combo10h_candidate_2_ridge_core_plus_recent_dist_s075,corr__submission_combo10h_candidate_3_ridge_drop_recent_hurdle_stable18_s075__slotbeta875,corr__submission_combo10h_candidate_4_ridge_core_plus_recent_dist_s075__slotbeta875,corr__submission_combo_candidate_1_ridge_drop_recent_hurdle_stable18_s075,corr__submission_continue12h_1_safe_ranker_safe,corr__submission_continue12h_2_class1_class1_occ,corr__submission_continue12h_3_diverse_class1_over_guard
A,blend_ridge_recentpow1p7_s075__greedy35_finalizable_pr85,adaptive_blend,-0.0016507644461350188,3,-0.0018111533415456904,0.999722108135685,0.03837392554198951,0.028848508201543544,0.54634,0.168408,0.0167,0.9999673831834034,0.9999858155332713,0.9999633998100144,0.9999898176086842,0.996703762280978,0.9715996365470089,0.7673262674231839
B,metaocc_l31_risk__blend_ridge_recentpow1p7_s075__greedy35_finalizable_pr85,occurrence_meta_risk,-0.0017665443820891783,3,-0.0020268591063281605,0.9996277554755861,0.04536330866017492,0.03437858891234656,0.613636,0.2373,0.034112,0.9999097416486097,0.9999374315330708,0.9999011304188253,0.9999480247996011,0.9967071910908624,0.9712103498056363,0.7683524738505613
