experiment_id,namespace,source_ref,code_path,link_kind,source_report
team_b_core:exp_012,team_b_core,origin/team-b-B2,src/config.py,explicit_primary_report_reference,experiments/exp_012_clip_target.md
team_b_core:exp_013,team_b_core,origin/team-b-B2,src/config.py,explicit_primary_report_reference,experiments/exp_013_seed_bagging.md
team_b_core:exp_014,team_b_core,origin/team-b-B2,src/config.py,explicit_primary_report_reference,experiments/exp_014_second_lgbm_blend.md
team_b_core:exp_015,team_b_core,origin/team-b-B2,src/config.py,explicit_primary_report_reference,experiments/exp_015_calibration_shift.md
team_b_core:exp_016,team_b_core,origin/team-b-B2,src/config.py,explicit_primary_report_reference,experiments/exp_016_num_leaves31.md
team_b_core:exp_017,team_b_core,origin/team-b-B2,src/config.py,explicit_primary_report_reference,experiments/exp_017_min_leaf50.md
team_b_core:exp_018,team_b_core,origin/team-b-B2,src/config.py,explicit_primary_report_reference,experiments/exp_018_min_leaf300.md
team_b_core:exp_019,team_b_core,origin/team-b-B2,src/config.py,explicit_primary_report_reference,experiments/exp_019_num_leaves127.md
team_b_core:exp_020,team_b_core,origin/team-b-B2,src/config.py,explicit_primary_report_reference,experiments/exp_020_lr003.md
team_b_core:exp_021,team_b_core,origin/team-b-B2,src/config.py,explicit_primary_report_reference,experiments/exp_021_g15_combo.md
team_b_core:exp_022,team_b_core,origin/team-b-B2,src/config.py,explicit_primary_report_reference,experiments/exp_022_classifier_feature.md
team_b_core:exp_022,team_b_core,origin/team-b-B2,src/train.py,explicit_primary_report_reference,experiments/exp_022_classifier_feature.md
team_b_core:exp_023,team_b_core,origin/team-b-B2,src/config.py,explicit_primary_report_reference,experiments/exp_023_catboost_blend.md
