experiment_id,namespace,source_ref,code_path,link_kind,source_report
team_b_core:exp_024,team_b_core,origin/team-b-B2,src/config.py,explicit_primary_report_reference,experiments/exp_024_post_g14_diagnostics.md
team_b_core:exp_025,team_b_core,origin/team-b-B2,src/config.py,explicit_primary_report_reference,experiments/exp_025_funnel.md
team_b_core:exp_026,team_b_core,origin/team-b-B2,src/config.py,explicit_primary_report_reference,experiments/exp_026_activity_trend.md
team_b_core:exp_028,team_b_core,origin/team-b-B2,src/config.py,explicit_primary_report_reference,experiments/exp_028_hurdle_log_threshold.md
team_b_core:exp_029,team_b_core,origin/team-b-B2,src/config.py,explicit_primary_report_reference,experiments/exp_029_variance_predictability_hurdle.md
team_b_core:exp_029,team_b_core,origin/team-b-B2,src/features.py,explicit_primary_report_reference,experiments/exp_029_variance_predictability_hurdle.md
team_b_core:exp_031,team_b_core,origin/team-b-B2,artifacts/audit/exp_031_multicutoff.py,explicit_primary_report_reference,experiments/exp_031_multicutoff.md
team_b_core:exp_032,team_b_core,origin/team-b-B2,artifacts/audit/exp_032_delta_model.py,explicit_primary_report_reference,experiments/exp_032_delta_model.md
team_b_core:exp_033,team_b_core,origin/team-b-B2,artifacts/audit/exp_033_spring_submit.py,explicit_primary_report_reference,experiments/exp_033_spring_submit.md
team_b_core:exp_034,team_b_core,origin/team-b-B2,src/config.py,explicit_primary_report_reference,experiments/exp_034_temporal_ensemble.md
team_b_core:exp_034,team_b_core,origin/team-b-B2,src/temporal_ensemble.py,explicit_primary_report_reference,experiments/exp_034_temporal_ensemble.md
team_b_core:exp_034,team_b_core,origin/team-b-B2,src/train.py,explicit_primary_report_reference,experiments/exp_034_temporal_ensemble.md
team_b_alt:exp_011,team_b_alt,origin/team-b-strategy-1-impl,src/dense_ensemble.py,explicit_primary_report_reference,experiments/exp_011_dense_clean_ensemble.md
team_b_alt:exp_012,team_b_alt,origin/team-b-strategy-1-impl,src/validation.py,explicit_primary_report_reference,experiments/exp_012_lb_validation_alignment.md
team_b_alt:exp_014,team_b_alt,origin/team-b-strategy-1-impl,src/classifier_gate.py,explicit_primary_report_reference,experiments/exp_014_classifier_gate.md
team_b_alt:exp_015,team_b_alt,origin/team-b-strategy-1-impl,src/weight_grid.py,explicit_primary_report_reference,experiments/exp_015_ensemble_weight_grid.md
team_b_alt:exp_017,team_b_alt,origin/team-b-strategy-1-impl,src/dist_head_ensemble.py,explicit_primary_report_reference,experiments/exp_017_dist_head_post_order.md
independent_renewal:exp_027,independent_renewal,codex/renewal-01,src/calval.py,explicit_primary_report_reference,experiments/exp_027_next_purchase_clock.md
independent_renewal:exp_027,independent_renewal,codex/renewal-01,src/renewal.py,explicit_primary_report_reference,experiments/exp_027_next_purchase_clock.md
independent_renewal:exp_027,independent_renewal,codex/renewal-01,src/renewal_eval.py,explicit_primary_report_reference,experiments/exp_027_next_purchase_clock.md
independent_renewal:exp_027,independent_renewal,codex/renewal-01,src/test_calval.py,explicit_primary_report_reference,experiments/exp_027_next_purchase_clock.md
independent_renewal:exp_027,independent_renewal,codex/renewal-01,src/test_renewal.py,explicit_primary_report_reference,experiments/exp_027_next_purchase_clock.md
independent_domain:exp_028,independent_domain,codex/domain-01,src/domain01.py,explicit_primary_report_reference,experiments/exp_028_domain_shift.md
independent_domain:exp_028,independent_domain,codex/domain-01,src/test_domain01.py,explicit_primary_report_reference,experiments/exp_028_domain_shift.md
independent_calendar:exp_029,independent_calendar,codex/calendar-placebo-01,src/calendar_placebo.py,explicit_primary_report_reference,experiments/exp_029_calendar_placebo.md
independent_calendar:exp_029,independent_calendar,codex/calendar-placebo-01,src/test_calendar_placebo.py,explicit_primary_report_reference,experiments/exp_029_calendar_placebo.md
independent_global_regime:exp_057,independent_global_regime,exp/057-global-regime-occ,src/global_regime_occ.py,explicit_primary_report_reference,experiments/exp_057_global_regime_occ.md
independent_global_regime:exp_057,independent_global_regime,exp/057-global-regime-occ,src/test_global_regime_occ.py,explicit_primary_report_reference,experiments/exp_057_global_regime_occ.md
