depth,static,rmsle_cal,d,mean_z,var_vs_full
full,кал.,1.7501604504156534,0.0,2.7142457962036133,0.0
254,кал.,1.7513521957815663,0.001191745365912933,2.6968624591827393,0.004646125715225935
254,=254,1.7509707713012785,0.0008103208856251598,2.7132134437561035,0.004860695917159319
212,кал.,1.7554342413164161,0.005273790900762743,2.647881269454956,0.01987878978252411
212,=212,1.7543167022939283,0.0041562518782749525,2.698709487915039,0.02092629484832287
full,dow+1,1.7527331100558203,0.002572659640166952,2.684074878692627,0.007062145043164492
full,dow-1,1.751614075149687,0.0014536247340335429,2.7666451930999756,0.0025628237053751945
