ckpt,panel,extrap,clip,full,gate_days,gate_buys,share_days,share_buys,seg_ВСЕ,seg_rec_buy 15-60,seg_полоса 2-15,seg_добавка ПУСТА,seg_в добавке есть дни,seg_в добавке есть покупки
SEQ-01-S43-V0904,1016,77,1.7528794337176825,1.7504462844795277,1.7511523617998443,1.7518720918041661,0.9203309369284473,0.633365251622513,-0.0024331492381548525,-0.004982635245808664,-0.0038920448145698394,0.0002677081367254974,-0.002873893452748133,-0.0013386460394719801
SEQ-01-S43-V0918,1016,63,1.750691830309977,1.7473557274324694,1.7479190744203346,1.7482471216409414,0.9072444383647703,0.5919930691714924,-0.0033361028775076296,-0.004863482565277799,-0.004611347021764134,0.0005468376122221841,-0.0038918239454763803,-0.004271611973008627
SEQ-01-S43-V1002,1016,49,1.7486660923377737,1.7465175472435892,1.7463943937893975,1.746441146522376,0.8897907072180931,0.5365717730862959,-0.0021485450941844952,-0.0022326844301607807,-0.002841959269482164,0.0005339770679344547,-0.0025483964069392684,-0.00231185393924771
SEQ-01-S44-V0904,1016,77,1.7538474650050269,1.7499853512444095,1.750119072356399,1.7502923681606914,0.9203309369284473,0.633365251622513,-0.0038621137606174027,-0.005984505537630858,-0.005096668245340608,0.0016431850998188668,-0.004314256827289142,-0.0037417073773711174
SEQ-01-S44-V0918,1016,63,1.7512584506638198,1.7492220692802973,1.749256285401391,1.7492396303739697,0.9072444383647703,0.5919930691714924,-0.0020363813835224676,-0.003543015052520637,-0.0035745399639415254,0.0007976795653481528,-0.0023102727883377305,-0.0009711089799020467
SEQ-01-S44-V1002,1016,49,1.7488987009111174,1.7470450284508168,1.747222489228849,1.7472157053330744,0.8897907072180931,0.5365717730862959,-0.0018536724603006594,-0.001906757094283451,-0.0026051010987382384,-0.0007639848243774505,-0.001986283081415463,-0.0012266402784055774
SEQ-01C-S42-V0904,1016,77,1.7529184762913999,1.748231373556492,1.7484083398189039,1.7485854338754105,0.9203309369284473,0.633365251622513,-0.0046871027349078,-0.006724133648876807,-0.0053443055654009974,0.00015492988316689882,-0.0050513438075239225,-0.00425942371806709
