advantage_weighted_accuracy,auc,brier,control,direction,feature_set,mean_probability,n_eval,n_train,target,weight_p10,weight_p99,weighted_auc,winner_rate
0.49647852435394524,0.49793183313645606,0.25039111712363865,REAL,0->1,COMBINED_SEED_CONTROL_ETX,0.49472244753337596,98672,286545,etx_seed42_vs_seed43,0.004604160044784589,0.6145576804665601,0.4977084424027929,0.4820820496189395
0.4996824119655964,0.48737781082596365,0.25076265430945655,REAL,1->0,COMBINED_SEED_CONTROL_ETX,0.49648711752580993,98707,286692,etx_seed42_vs_seed43,0.0046537033028922455,0.6239485277025533,0.5026280981699608,0.48188071767959717
0.49806607048901647,0.4927115791100666,0.25057691865774573,REAL,combined,COMBINED_SEED_CONTROL_ETX,0.49560493898861274,197379,573237,etx_seed42_vs_seed43,0.004628676298790007,0.6192971023167358,0.5001181859074986,0.4819813657987932
0.5028036410281277,0.5135263608528569,0.24997794086096772,REAL,0->1,COMBINED_SEED_CONTROL_SEQ,0.49661198003086743,98672,286545,seq_seed42_vs_seed43,0.008362157959144812,0.9439413601983984,0.5022703993297677,0.5060807523917626
0.49986341237724846,0.4970318409909803,0.25049999358268576,REAL,1->0,COMBINED_SEED_CONTROL_SEQ,0.49933339152939243,98707,286692,seq_seed42_vs_seed43,0.00832521563510047,0.9549014469787223,0.5011738504135048,0.506732045346328
0.5013415114962824,0.505278049149722,0.25023901350802047,REAL,combined,COMBINED_SEED_CONTROL_SEQ,0.4979729270656833,197379,573237,seq_seed42_vs_seed43,0.008344922416051602,0.9496935358484884,0.5018343202864836,0.5064064566139255
