advantage_weighted_sign_accuracy,control,direction,mae,n_eval,n_train,pearson,prediction_std,rmse,sign_accuracy,spearman
0.4992226236221928,REAL,0->1,0.1404985101452464,98672,286545,-0.0028578540644988546,0.06401386599878119,0.24944310139069487,0.5533383330630777,0.14201082023530867
0.5030880021272355,REAL,1->0,0.13934566421960398,98707,286692,0.00307966716387398,0.06071189890774951,0.24628339864418153,0.5535271054737759,0.14318836273892296
0.5011484600579954,REAL,combined,0.13992198496889843,197379,573237,-3.274027901043299e-06,0.06239867832254194,0.2478680047205011,0.5534327360053501,0.14257663330695644
0.5002105845220914,SHUFFLED,0->1,0.14014740192846245,98672,286545,0.0015335011430335258,0.00853336743263211,0.2410164520881794,0.5255492946327226,0.044254172374301064
0.5003736049112739,SHUFFLED,1->0,0.13904051215891527,98707,286692,0.0028352765264062756,0.008642405126241705,0.23890839752267076,0.5274094035883979,0.046414721132096284
0.5002918057025935,SHUFFLED,combined,0.13959385890472284,197379,573237,0.002142837952220092,0.008594356805430001,0.23996455278241483,0.5264795140313813,0.04518203568295533
