fold,n_train,n_val,lambda,rmsle_cal,rmsle_raw,runtime_s
2025-09-04,3668417,188518,0.001,1.7790122170372347,1.780230298800894,43.6875262260437
2025-09-18,4091803,191025,0.001,1.77398031012966,1.774439633915477,44.86448645591736
2025-10-02,4520844,193694,0.001,1.7610292736016093,1.76163512079649,50.339399099349976
2025-10-16,4955174,197379,0.001,1.753827194885636,1.754877632256122,53.74529242515564
