fold,w,n_seeds,avg,sd,lo,hi,wins
2025-09-04,1.0,3,-0.000488918397588097,0.0006511025550589407,-0.0011651849344551657,0.00013370075017804517,2
2025-09-18,2.0,3,0.00047114332090754846,0.0027685810415011766,-0.0018021833385333252,0.0035543498451053868,2
2025-10-02,4.0,3,-0.0010502498734131411,0.0002042390352720577,-0.0012855417404229463,-0.0009187516289768105,3
2025-10-16,8.0,3,-0.0013078081898341143,0.00038089091999706735,-0.001707222049089685,-0.0009486355281127512,3
