direction,corr_target_nearest,corr_target_last,corr_residual_nearest_innovation,corr_residual_last_innovation,partial_corr_target_nearest,partial_corr_target_last,recipient_n
0->1,0.48085897755304,0.5421848897151776,0.0010369581506387635,-0.001724684807110264,0.1309137103866142,-0.002814025034468016,98672
1->0,0.49128757306566845,0.5483268081799266,0.010590300871068239,0.0020322165123380998,0.14086264914255542,0.0010325785913575351,98707
