model,feature,gain,split,gain_share
p28_mid,trend_pres_60_180,1830.2588008880616,56.0,0.048876671372720004
p28_mid,trend_pres_30_90,1684.9438234329223,84.2,0.044996065856624225
p28_mid,rec_cat,1437.2657305717469,97.0,0.038381875150302315
p28_mid,w180_days_cat,1404.5028060913087,91.2,0.03750694823162686
p28_mid,trend_srch_30_60,1132.6115646362305,58.0,0.030246150550297484
p28_mid,dlog_buyd_14_30,902.0672526359558,21.0,0.02408951381181013
p28_mid,trend_srch_60_180,754.42108669281,40.2,0.02014665440376154
p28_mid,trend_gmv_14_30,699.5061191558838,24.6,0.01868016189437238
p28_mid,trend_pres_14_30,630.4805276870727,34.0,0.016836848178906717
p28_mid,dlog_gmv_14_30,624.690549659729,17.8,0.016682228049141223
p28_mid,w14_srch_per_day,593.2679456710815,38.2,0.01584309410366693
p28_mid,w14_carts,577.8698100090027,30.8,0.015431890171117712
p28_mid,w180_ponly_share,564.0484601974488,39.8,0.015062793968799797
p28_mid,trend_pres_30_60,545.2599504470825,36.4,0.014561050818483448
p28_mid,rec_buy,523.7495847702027,35.0,0.013986621085493905
p28_mid,buygap_std,507.4110618591309,34.4,0.013550304311793576
p28_mid,w30_srch_per_day,458.6809883117676,32.6,0.012248978078810955
p28_mid,rec_over_buygap,457.9149826049805,28.6,0.012228522059595478
p28_mid,trend_gmv_30_90,452.9278387069702,21.6,0.012095341444223901
p28_mid,w90_srch_per_day,441.89411907196046,31.2,0.011800688311914182
p28_mid,gap_cv,423.18588771820066,32.4,0.011301088979077285
p28_mid,trend_srch_14_30,410.20616512298585,22.6,0.010954468252277577
p28_mid,w14_lgmv_mean,405.486420249939,26.0,0.01082842847090291
p28_mid,w180_days_presence_only,396.4970833778381,27.4,0.010588370144756267
p28_mid,w60_days_cat,391.7914316177368,23.2,0.010462706716960517
p28_mid,w14_gmv_max,389.1841796875,21.2,0.010393080609593493
p28_mid,w30_days_present,387.53851985931396,23.8,0.01034913361446116
p28_mid,buygap_mean,367.49124698638917,26.6,0.009813775463114608
p28_mid,trend_srch_30_90,364.5336727142334,25.2,0.009734794072236756
p28_mid,w60_srch2cart,326.6953460693359,25.8,0.008724329619986105
p28_mid,w7_gmv_max,313.2881845474243,20.2,0.00836629422770743
p28_mid,weekend_share,309.17778663635255,25.6,0.008256526927141475
p28_mid,trend_srch_7_14,301.259538269043,24.2,0.008045071791338395
p28_mid,w7_lgmv_mean,273.66604404449464,18.4,0.0073081934063887345
p28_mid,trend_pres_7_14,266.60386123657224,21.0,0.007119599318979122
p28_mid,w30_days_presence_only,263.9952802658081,14.4,0.007049937719867944
p28_mid,w14_srch2cart,263.4377481460571,19.8,0.007035048943382573
p28_mid,dlog_buyd_30_90,261.37750883102416,17.0,0.006980030691372986
p28_mid,rec_over_gap,253.07246055603028,20.0,0.00675824614643623
p28_mid,trend_pres_7_30,247.40026473999023,18.0,0.0066067713655321375
p28_mid,rec_cart,244.83370838165283,18.4,0.006538232024743198
p28_mid,buygap_cv,244.8129524230957,19.8,0.006537677741291628
p28_mid,w60_lgmv_std,231.20256185531616,18.8,0.006174215160637487
p28_mid,w7_carts,226.99780597686768,14.2,0.006061928050654068
p28_mid,dlog_buyd_60_180,223.46943283081055,16.0,0.005967703597447511
p28_mid,w14_orders,220.56206588745118,14.0,0.005890062982589364
p28_mid,w90_lgmv_std,212.08436164855956,16.4,0.005663667696918087
p28_mid,w30_lgmv_mean,205.158127784729,16.4,0.005478704097098875
p28_mid,w30_lgmv_std,205.1436155319214,16.4,0.005478316550479232
p28_mid,w180_srch2cart,203.14825286865235,15.8,0.005425030815634151
p28_mid,w180_cart2ord,201.7415901184082,14.2,0.005387466186554062
p28_mid,dlog_gmv_30_90,200.61170597076415,14.0,0.005357292871093511
p28_mid,w90_buyday_rate,199.17092418670654,14.8,0.005318817100483903
p28_mid,w90_carts,196.32786388397216,14.0,0.005242893780764228
p28_mid,w180_srch_per_day,193.84851570129393,14.8,0.005176683315728073
p28_mid,w180_buyday_rate,189.60487174987793,13.6,0.0050633577080404875
p28_mid,trend_gmv_60_180,184.48899059295655,14.0,0.004926739191594938
p28_mid,w30_ponly_share,181.09644002914428,13.2,0.004836141851512578
p28_mid,w180_lgmv_std,179.43257207870482,15.0,0.004791708612354394
p28_mid,w60_searches,179.31236782073975,12.6,0.004788498583252876
p28_mid,w90_ponly_share,178.5781063079834,13.6,0.004768890285976439
p28_mid,w180_lgmv_mean,178.14272804260253,14.2,0.004757263602149255
p28_mid,w180_aov,177.01072463989257,13.0,0.00472703369243364
p28_mid,w60_ponly_share,172.29920921325683,13.6,0.004601213676672241
p28_mid,trend_gmv_30_60,168.06340656280517,9.2,0.004488097469256455
p28_mid,w7_srch2cart,166.17344932556153,12.2,0.004437626563858579
p28_mid,w90_cart2ord,162.62733631134034,12.4,0.004342928371251874
p28_mid,w60_days_present,159.4451519012451,10.0,0.0042579488144896555
p28_mid,w7_ponly_share,156.9853145599365,12.8,0.0041922593823158286
p28_mid,trend_srch_7_30,156.2572301864624,12.0,0.004172816044227991
p28_mid,w30_srch2cart,153.7314079284668,12.4,0.004105364498910984
p28_mid,w90_days_presence_only,153.6985824584961,10.8,0.004104487901728315
p28_mid,w7_srch_per_day,149.09533405303955,10.8,0.0039815591337030885
p28_mid,w180_cat_gmv_share,146.25469913482667,11.0,0.0039057005833603733
p28_mid,w180_carts,144.91266975402831,10.6,0.003869861974642312
p28_mid,w30_aov,142.38360862731935,10.6,0.003802323936026299
p28_mid,w90_lgmv_mean,142.10196352005005,11.4,0.003794802663436293
p28_mid,w60_cart2ord,141.6243260383606,10.8,0.0037820474562401847
p28_mid,w14_lgmv_std,140.64315795898438,10.8,0.0037558455717013393
p28_mid,w180_gmv_cat,138.623313331604,10.6,0.003701906051220125
p28_mid,w60_lgmv_mean,137.0833782196045,10.8,0.003660782412110731
p28_mid,w60_gmv_max,136.32258586883546,10.4,0.0036404656144571014
p28_mid,w90_orders,134.68319396972657,9.8,0.0035966860030355007
p28_mid,w30_days_search,134.4891923904419,9.6,0.003591505232189386
p28_mid,w180_days_search,132.64435176849366,9.4,0.0035422391563916587
p28_mid,w14_aov,129.14680614471436,8.6,0.0034488379456002615
p28_mid,w7_days_presence_only,128.74764575958253,9.8,0.0034381784525495352
p28_mid,w30_gmv_max,128.67060070037843,10.0,0.0034361209806566075
p28_mid,w14_searches,128.59416904449463,9.6,0.003434079889568674
p28_mid,w60_srch_per_day,127.59353771209717,9.6,0.003407358243004206
p28_mid,w180_orders,125.39280433654785,8.4,0.0033485881270383603
p28_mid,w14_ponly_share,124.81323375701905,9.2,0.0033331108181795356
p28_mid,w30_buyday_rate,123.671919631958,9.6,0.0033026322676070236
p28_mid,w7_aov,120.89862995147705,8.8,0.003228572157491201
p28_mid,w180_days_cart,117.27599048614502,7.8,0.0031318303423102183
p28_mid,w180_gmv_per_day,115.32613887786866,8.2,0.003079759970493374
