model,group_fold,train_n,train_positive_rate,n,positive_rate,roc_auc,pr_auc,logloss,brier,ece10,mean_probability
p28_mid,0,180000,0.49905,48148,0.503780011630805,0.5514540586553298,0.5498348375737305,0.6889996650438454,0.24793574723796688,0.005947009997257122,0.49864539339342434
p28_mid,1,180000,0.49998888888888887,48037,0.5000520432166872,0.5538677904557253,0.5480587343148676,0.6885462434875023,0.2477108752628963,0.005656375664915464,0.5001219919276212
p28_mid,2,180000,0.5003666666666666,48374,0.4985529416628767,0.5531731210125275,0.5454862604747651,0.6887196945090184,0.24779658798866075,0.005997065671120058,0.5001398207208629
p28_mid,3,180000,0.5005166666666667,48002,0.4979375859339194,0.5499823197489333,0.5429374609710114,0.6890414882175281,0.24795778534337293,0.002928920233305771,0.5002691434280887
p28_mid,4,180000,0.5000777777777777,47439,0.49967326461350364,0.5531111510397777,0.5443225680795342,0.6888909905084372,0.24787998806911693,0.006623942118279698,0.5000443930623554
