model,feature,gain,split,gain_share,task
p28_early,w180_days_presence_only,2217.4400882720947,110.4,0.06433643875144997,p28_early
p28_early,rec_cat,1877.5266112327577,103.0,0.0544742455350485,p28_early
p28_early,w90_days_presence_only,1318.4969053268433,70.6,0.03825465041521694,p28_early
p28_early,w180_ponly_share,1293.7090980529786,66.4,0.03753546108834749,p28_early
p28_early,w180_days_cat,1211.1967214584351,76.8,0.03514146068622252,p28_early
p28_early,weekend_share,789.0609857559205,55.4,0.02289368450121357,p28_early
p28_early,w14_srch2cart,782.0103081703186,55.8,0.02268911731175874,p28_early
p28_early,w90_ponly_share,768.3305479049683,47.6,0.022292215017486593,p28_early
p28_early,w90_days_cat,704.749525642395,45.8,0.020447485788415,p28_early
p28_early,w60_buyday_rate,672.9651306152343,22.4,0.019525298625509387,p28_early
p28_early,rec_buy,658.6508424758911,48.0,0.01910998624479696,p28_early
p28_early,gap_cv,647.2702312469482,45.8,0.018779791079138394,p28_early
p28_early,w14_srch_per_day,587.9756191253662,38.2,0.0170594270425958,p28_early
p28_early,trend_pres_60_180,581.4189014434814,44.6,0.016869191523818005,p28_early
p28_early,dlog_gmv_30_60,549.2297967910766,32.2,0.01593526218300447,p28_early
p28_early,trend_srch_14_30,513.7488395690918,37.2,0.014905823577998547,p28_early
p28_early,buygap_cv,489.5482925415039,34.6,0.014203672922462574,p28_early
p28_early,w30_days_presence_only,470.24847345352174,31.6,0.013643711174122582,p28_early
p28_early,trend_pres_30_60,447.5397912979126,33.4,0.012984845238416988,p28_early
p28_early,trend_pres_30_90,440.75238552093504,33.8,0.012787916573529347,p28_early
p28_early,w7_srch2cart,435.81022748947146,31.4,0.012644525620523258,p28_early
p28_early,w14_lgmv_std,369.94146060943604,26.0,0.010733420148756874,p28_early
p28_early,trend_pres_14_30,341.1507219314575,25.6,0.009898090434388744,p28_early
p28_early,trend_gmv_60_180,321.70006160736085,22.8,0.009333752203455243,p28_early
p28_early,buygap_std,304.4880270957947,24.4,0.008834365090361191,p28_early
p28_early,w30_srch_per_day,291.19301891326904,21.4,0.008448625929173026,p28_early
p28_early,w60_srch2cart,288.9058057785034,23.2,0.008382265106828993,p28_early
p28_early,w14_lgmv_mean,276.9853609085083,19.8,0.008036407297490802,p28_early
p28_early,w30_lgmv_mean,264.51838874816895,19.8,0.007674692636043188,p28_early
p28_early,w60_days_cat,256.99001121520996,17.6,0.007456265539586919,p28_early
p28_early,rec_over_gap,247.71603393554688,20.0,0.007187191901750635,p28_early
p28_early,w180_lgmv_std,243.06256027221679,20.6,0.007052176789096288,p28_early
p28_early,dlog_gmv_60_180,240.5810064315796,19.2,0.006980177397761666,p28_early
p28_early,rec_over_buygap,236.72218475341796,19.2,0.006868218185937699,p28_early
p28_early,w30_aov,236.41784858703613,17.4,0.006859388226908892,p28_early
p28_early,trend_srch_60_180,234.40113620758058,18.6,0.006800875668591595,p28_early
p28_early,w60_gmv_per_day,234.27130241394042,13.4,0.006797108692447988,p28_early
p28_early,trend_srch_30_60,230.76711559295654,18.2,0.006695438797520842,p28_early
p28_early,w30_lgmv_std,230.32228450775148,18.8,0.00668253254223151,p28_early
p28_early,w180_srch2cart,225.45531024932862,17.6,0.0065413229587401684,p28_early
p28_early,trend_pres_7_30,217.68148975372316,16.8,0.006315774620895329,p28_early
p28_early,w180_lgmv_mean,216.7648157119751,18.0,0.006289178392364111,p28_early
p28_early,trend_srch_30_90,212.356392288208,16.6,0.00616127312669596,p28_early
p28_early,w30_ponly_share,208.7626145362854,16.8,0.0060570038553655866,p28_early
p28_early,rec_cart,202.11294384002684,16.4,0.005864071413253692,p28_early
p28_early,w180_carts,199.48345584869384,16.0,0.005787779885019486,p28_early
p28_early,w180_cat_gmv_share,191.60748329162598,15.4,0.005559267724214842,p28_early
p28_early,w14_searches,184.76450386047364,11.8,0.0053607266545470595,p28_early
p28_early,w60_lgmv_std,181.76041011810304,14.4,0.005273566377215623,p28_early
p28_early,w90_lgmv_mean,177.99911556243896,13.8,0.005164436801139811,p28_early
p28_early,w60_lgmv_mean,175.8923770904541,14.4,0.00510331224071311,p28_early
p28_early,w90_srch2cart,167.75701141357422,13.8,0.004867274090974831,p28_early
p28_early,w90_lgmv_std,163.82529802322387,13.6,0.004753200011109323,p28_early
p28_early,trend_gmv_30_60,162.6215313911438,12.8,0.00471827412580335,p28_early
p28_early,w180_srch_per_day,159.35555324554443,12.8,0.004623515577854637,p28_early
p28_early,dlog_buyd_60_180,157.1046820640564,13.0,0.004558209174912292,p28_early
p28_early,w30_cart2ord,156.49839935302734,11.6,0.004540618588943144,p28_early
p28_early,w7_cart2ord,155.79190521240236,12.0,0.0045201204851851315,p28_early
p28_early,w30_srch2cart,155.37451057434083,13.0,0.004508010266420325,p28_early
p28_early,w7_srch_per_day,149.867843914032,11.8,0.004348240753733432,p28_early
p28_early,w60_gmv_max,149.57772312164306,12.0,0.004339823237206708,p28_early
p28_early,rec_search,145.67808170318602,11.6,0.004226679688211578,p28_early
p28_early,dlog_gmv_14_30,145.3487522125244,11.8,0.004217124577019596,p28_early
p28_early,w180_searches,144.1160804748535,10.6,0.004181360043776624,p28_early
p28_early,gap_max,143.72015552520753,11.6,0.004169872742988751,p28_early
p28_early,dlog_buyd_30_90,141.65502223968505,12.2,0.004109955308537961,p28_early
p28_early,w60_carts,140.25030059814452,11.2,0.00406919894793467,p28_early
p28_early,w14_cart2ord,138.2179121017456,10.8,0.004010231565361728,p28_early
p28_early,w90_buyday_rate,136.58291912078857,7.6,0.00396279415032863,p28_early
p28_early,w90_aov,131.3951560974121,10.8,0.0038122772548437214,p28_early
p28_early,trend_srch_7_30,130.6204128265381,10.8,0.0037897989821461604,p28_early
p28_early,buygap_mean,127.67578945159912,11.2,0.003704364168186667,p28_early
p28_early,w180_cart2ord,127.625244140625,10.0,0.0037028976549217277,p28_early
p28_early,w60_aov,125.84701824188232,10.2,0.003651304503780563,p28_early
p28_early,w90_srch_per_day,123.55020561218262,10.2,0.0035846651632834865,p28_early
p28_early,trend_srch_7_14,123.14381294250488,10.4,0.0035728741538036614,p28_early
p28_early,w30_days_cat,122.34387817382813,9.2,0.003549664979169216,p28_early
p28_early,w14_aov,121.75039443969726,10.0,0.003532445740591886,p28_early
p28_early,dlog_buyd_30_60,116.4841552734375,8.6,0.0033796519513199642,p28_early
p28_early,rec_any,114.83456001281738,8.0,0.0033317908681678742,p28_early
p28_early,w60_cart2ord,111.55979595184326,8.4,0.0032367774071284444,p28_early
p28_early,w90_cat_gmv_share,108.60722427368164,8.6,0.003151111982418218,p28_early
p28_early,w60_srch_per_day,108.41357936859131,8.6,0.0031454936012760325,p28_early
p28_early,w14_gmv_max,105.48796195983887,8.4,0.0030606102232655593,p28_early
p28_early,w180_aov,105.35845432281494,8.8,0.0030568527101758917,p28_early
p28_early,dlog_gmv_7_30,103.53068809509277,8.0,0.00300382220415061,p28_early
p28_early,w180_orders,103.43693656921387,8.0,0.0030011021129362114,p28_early
p28_early,w180_days_buy,99.98225765228271,7.6,0.0029008686321217374,p28_early
p28_early,w180_days_present,98.56716175079346,7.8,0.002859811274461836,p28_early
p28_early,w90_cart2ord,96.4779182434082,7.6,0.0027991943100348525,p28_early
p28_early,w7_gmv_max,96.24098796844483,7.8,0.002792320054354094,p28_early
p28_early,w30_days_present,93.15225410461426,6.8,0.002702704042584093,p28_early
p28_early,trend_pres_7_14,93.13458652496338,8.0,0.0027021914383599218,p28_early
p28_early,dlog_buyd_14_30,93.01401023864746,7.6,0.0026986930579975974,p28_early
p28_early,w90_gmv_max,92.61278419494629,8.0,0.002687051952146489,p28_early
p28_early,w60_gmv,92.3573715209961,6.2,0.0026796414512085605,p28_early
p28_early,w60_ponly_share,91.77951583862304,8.0,0.002662875642331559,p28_early
p28_early,w30_gmv_max,91.57094802856446,7.8,0.002656824290500983,p28_early
p28_early,dlog_gmv_30_90,90.02713794708252,7.6,0.0026120324409820497,p28_early
p28_early,w7_ponly_share,89.65620422363281,7.0,0.0026012702314839047,p28_early
p28_early,w7_carts,89.23824405670166,7.0,0.0025891436045583196,p28_early
p28_early,w180_days_cart,88.46301822662353,6.6,0.002566651330968088,p28_early
p28_early,w7_lgmv_mean,86.47068920135499,6.6,0.002508846227242915,p28_early
p28_early,trend_gmv_14_30,84.14871215820312,6.8,0.002441476770629807,p28_early
p28_early,w60_searches,83.43647422790528,6.6,0.0024208120175113704,p28_early
p28_early,w14_days_present,82.38837032318115,6.2,0.0023904025047456912,p28_early
p28_early,w180_buyday_rate,81.93662424087525,6.8,0.0023772956188779747,p28_early
p28_early,w90_gmv_cat,81.77308197021485,6.8,0.002372550630575804,p28_early
p28_early,w60_days_present,79.44064636230469,6.8,0.0023048777309003293,p28_early
p28_early,w30_carts,77.09892024993897,6.0,0.0022369352780702797,p28_early
p28_early,w30_buyday_rate,76.21457614898682,6.2,0.0022112770650763725,p28_early
p28_early,w14_cat_gmv_share,73.27846984863281,6.2,0.002126089364105534,p28_early
p28_early,w90_days_present,73.03336029052734,5.8,0.00211897779606099,p28_early
p28_early,w60_orders,71.88578205108642,5.0,0.002085682151454953,p28_early
p28_early,w180_gmv_cat,70.4458080291748,5.8,0.002043902984137478,p28_early
p28_early,w90_days_search,70.11279182434082,5.8,0.0020342409072322855,p28_early
p28_early,w14_ponly_share,69.55881195068359,5.8,0.0020181678271073305,p28_early
p28_early,w90_carts,69.146244430542,6.0,0.0020061976615408234,p28_early
p28_early,w60_days_cart,68.67905807495117,5.4,0.0019926427941462307,p28_early
p28_early,w14_carts,68.40040016174316,5.4,0.0019845578596938713,p28_early
p28_early,w180_gmv_max,65.89572772979736,5.6,0.0019118877093874005,p28_early
p28_early,dlog_gmv_7_14,64.99426975250245,5.0,0.0018857329572252203,p28_early
p28_early,w7_aov,64.51272144317628,5.4,0.0018717613944882225,p28_early
p28_early,w7_searches,62.93224391937256,5.2,0.0018259056818824874,p28_early
p28_early,w180_gmv_per_day,61.40424346923828,5.0,0.0017815725303839702,p28_early
p28_early,w30_searches,61.22720203399658,5.2,0.0017764358795607357,p28_early
p28_early,w90_searches,59.84273233413696,5.4,0.0017362671054326983,p28_early
p28_early,w60_days_presence_only,58.060392189025876,4.8,0.0016845545842301326,p28_early
p28_early,dlog_buyd_7_30,56.78121967315674,4.6,0.0016474408851250165,p28_early
p28_early,w30_orders,55.13837814331055,4.2,0.0015997757535968636,p28_early
p28_early,w14_days_search,53.566791725158694,4.0,0.001554178006055091,p28_early
p28_early,trend_gmv_30_90,52.863494110107425,4.4,0.0015337726457596318,p28_early
p28_early,w180_days_search,52.03061628341675,4.2,0.0015096076667066552,p28_early
p28_early,gap_std,51.79918212890625,4.0,0.0015028928745526718,p28_early
p28_early,w60_days_search,49.44778003692627,4.4,0.0014346696844557592,p28_early
p28_early,w14_gmv,49.42060165405273,3.4,0.0014338811353651413,p28_early
p28_early,trend_gmv_7_30,49.31090545654297,4.2,0.0014306984280939594,p28_early
p28_early,w7_lgmv_std,48.762253761291504,4.2,0.001414779938853093,p28_early
p28_early,w90_gmv_per_day,46.05546398162842,3.8,0.001336245589360005,p28_early
p28_early,gap_mean,45.1250862121582,3.6,0.0013092517631467006,p28_early
p28_early,w30_gmv_per_day,42.636779975891116,3.2,0.0012370564589257893,p28_early
p28_early,w30_days_search,42.34483966827393,3.4,0.0012285861512861683,p28_early
p28_early,w14_days_cart,41.999392127990724,3.4,0.001218563393677151,p28_early
p28_early,w90_days_cart,41.39481430053711,3.6,0.0012010222729171472,p28_early
p28_early,w180_gmv,37.94327392578125,3.4,0.0011008798532445266,p28_early
p28_early,w90_orders,37.59987945556641,2.8,0.0010909166630697791,p28_early
p28_early,w90_gmv,36.7246973991394,3.0,0.001065524276115343,p28_early
p28_early,w60_cat_gmv_share,35.28595371246338,2.8,0.0010237808055402278,p28_early
p28_early,w30_cat_gmv_share,35.22855186462402,3.0,0.0010221153578524778,p28_early
p28_early,w14_buyday_rate,32.49622402191162,2.8,0.0009428400512359513,p28_early
p28_early,w14_orders,32.28656997680664,2.4,0.0009367571835619925,p28_early
p28_early,trend_gmv_7_14,31.56329002380371,2.8,0.0009157720590291422,p28_early
p28_early,w7_days_present,31.274203872680665,2.4,0.0009073845614124139,p28_early
p28_early,w30_days_cart,30.88547992706299,2.6,0.0008961061893604583,p28_early
p28_early,w60_days_buy,30.69071979522705,2.4,0.0008904554512145402,p28_early
p28_early,w60_gmv_cat,29.82271785736084,2.4,0.0008652713870285333,p28_early
p28_early,w7_gmv_per_day,29.502839851379395,2.2,0.0008559904996446501,p28_early
p28_early,w30_gmv,28.09010238647461,2.6,0.0008150015692724432,p28_early
p28_early,w90_presence_rate,27.7813081741333,2.4,0.0008060422652379519,p28_early
p28_early,dlog_buyd_7_14,27.201495742797853,2.2,0.0007892196835712652,p28_early
p28_early,w30_presence_rate,26.86287956237793,2.0,0.0007793951299037015,p28_early
p28_early,w7_days_search,26.37426013946533,2.2,0.0007652184070505121,p28_early
p28_early,w60_presence_rate,26.000732040405275,2.0,0.0007543809247689282,p28_early
p28_early,w14_gmv_per_day,25.871239852905273,2.2,0.0007506238599291846,p28_early
p28_early,w14_days_presence_only,25.245202445983885,2.0,0.0007324601144915796,p28_early
p28_early,w7_buyday_rate,21.634039878845215,1.8,0.0006276864430174228,p28_early
p28_early,w30_gmv_cat,19.523789978027345,1.4,0.0005664600025772593,p28_early
p28_early,w14_days_buy,15.259540367126466,1.2,0.0004427377719909082,p28_early
p28_early,w180_presence_rate,15.207922172546386,1.2,0.00044124013025906354,p28_early
p28_early,w7_days_cart,14.661260223388672,1.2,0.0004253793711811759,p28_early
p28_early,w60_lgmv,13.932919883728028,1.0,0.0004042474254295767,p28_early
p28_early,w90_days_buy,13.613580131530762,1.2,0.00039498215485166805,p28_early
p28_early,w14_presence_rate,12.700313949584961,1.0,0.00036848480139924105,p28_early
p28_early,w14_gmv_cat,12.562004089355469,1.0,0.0003644719020661591,p28_early
p28_early,w7_days_cat,12.451460075378417,1.0,0.0003612645963886849,p28_early
p28_early,w7_orders,11.51954002380371,1.0,0.0003342260226583325,p28_early
p28_early,w7_days_presence_only,11.433053970336914,1.0,0.0003317167306548416,p28_early
p28_early,w14_days_cat,10.48227596282959,1.0,0.00030413101532041466,p28_early
p28_early,w90_lgmv,9.581419944763184,0.8,0.00027799372830339896,p28_early
p28_early,w180_lgmv,9.313599967956543,0.8,0.0002702232439393042,p28_early
p28_early,w7_gmv,8.212756061553955,0.8,0.0002382835415167843,p28_early
p28_early,w7_gmv_cat,7.509299850463867,0.6,0.0002178735797421728,p28_early
p28_early,w14_lgmv,6.735754013061523,0.6,0.00019543004918065254,p28_early
p28_early,w30_lgmv,6.506550025939942,0.6,0.00018877996273320924,p28_early
p28_early,w7_presence_rate,5.315659904479981,0.4,0.00015422767436959502,p28_early
p28_early,w7_days_buy,5.173699951171875,0.4,0.0001501088718416392,p28_early
p28_early,w30_days_buy,4.725539970397949,0.4,0.00013710603252868156,p28_early
p28_early,w30_gmv30eq,3.0315200805664064,0.2,8.795602055662796e-05,p28_early
p28_early,w7_lgmv,1.7639400482177734,0.2,5.117866384467882e-05,p28_early
p28_early,w14_gmv30eq,0.0,0.0,0.0,p28_early
