fold,baseline_rmsle_cal,candidate_rmsle_cal,delta,selected_variant,selected_alpha,var_d_fresh,var_d_vol,corr_d_fresh_residual,corr_d_vol_residual,corr_selected_residual,corr_fresh_vol,corr_residuals,auc_base,auc_candidate,positive_rmse_base,positive_rmse_candidate,correction_mean,correction_std,correction_p01,correction_p05,correction_p50,correction_p95,correction_p99,clipped_fraction
2025-09-04,1.7668833566716835,1.7666404874688348,-0.0002428692028486612,GLOBAL,1.0,0.0009512943580769716,9.197801930772121e-05,0.01148754587089385,0.015259321197916927,0.01671625972314892,-0.2444944156106438,0.9998936155220475,0.8402109226231362,0.8402307408633443,1.7022125520831513,1.7012483145996382,-1.7856099739353667e-18,0.025772197237422557,-0.052556624084887815,-0.052556624084887815,0.004752075999798461,0.03465433153492419,0.05704769167286353,0.06596717554822351
2025-09-18,1.7605095767202485,1.760345713903337,-0.00016386281691160853,GLOBAL,1.0,0.0005373341072601525,8.831090503534295e-05,0.013397933766570204,0.011018836496626789,0.013656639737965548,-0.07732898675688772,0.9999147434813199,0.842051330437261,0.8421568912279821,1.6830190193166914,1.6844470988322744,5.393466650187909e-19,0.02298836098598283,-0.07185178034373595,-0.033271095681870706,-0.0004151319749004902,0.04035218007496519,0.06639376408985788,0.0016332940714566156
2025-10-02,1.7486292241899832,1.7484351311798259,-0.00019409301015738123,GLOBAL,1.0,0.0006138784164046828,7.647495252201595e-05,0.014739082135122115,-0.0012727575485821832,0.014922811551295453,0.003593646350309414,0.9999008537497973,0.8435785786866303,0.843674390839418,1.673600589226464,1.6752123945845965,-1.1326115918197309e-18,0.024622960349884697,-0.0630882038565333,-0.02881512660700631,-0.005841802248543023,0.045984571984225994,0.07647266011517719,0.0014507418918500315
2025-10-16,1.7412785662041037,1.7410251443192215,-0.00025342188488219897,GLOBAL,1.0,0.0013045123989981352,5.9196595186877784e-05,0.0157050346086924,0.0013207142586338309,0.017060346279010458,0.4106746600512206,0.9998549894317484,0.8443152640633147,0.844483476378304,1.669417590148843,1.6734002583643839,-1.2599615841403345e-19,0.0296529110329036,-0.06029968097821151,-0.03773832157269393,-0.006371377259644614,0.07758607074603156,0.07758607074603156,0.0511351258239225
