cutoff,n,RMSLE_baseline,RMSLE_forward,rho_min_projection,rho_post_projection,rms_D_raw,rms_D_centered,rms_D_min_projection,rms_D_post_projection,post_perp_fraction,second_pass_max_projection,algebraically_in_component_span,b_min,G_min,b_post,G_post,nested_amplitude_min,nested_Delta_MSE_min,nested_Delta_RMSLE_min,nested_amplitude_post,nested_Delta_MSE_post,nested_Delta_RMSLE_post
2025-09-04,188518,1.7720084671284062,1.7707756796422705,0.04020399753693741,0.0,0.02215190869073178,0.02106381861444392,0.020780515406031,0.0,0.0,0.0,True,0.001476800835968625,0.0004318298205402917,0.0,0.0,1.0,-0.002521771851396958,-0.0007117004279848516,1.0,0.0,0.0
2025-09-18,191025,1.767478861085252,1.7594076947883668,0.03359639528951098,0.0,0.1480848666113115,0.0687814308242362,0.06857706613867044,0.0,0.0,0.0,True,0.004055266133533771,0.00470281400018758,0.0,0.0,3.4198676555521312,0.027264789628063432,0.007696148318407703,0.0,0.0,0.0
2025-10-02,193694,1.751288845059581,1.7492378866922096,0.025019275980748372,0.0,0.07301958193657915,0.06438602711084292,0.0643814878066885,0.0,0.0,0.0,True,0.002816338304250735,0.00414497597220278,0.0,0.0,1.0774003344049259,-0.0012571948658697159,-0.0003589709743132552,0.0,0.0,0.0
2025-10-16,197379,1.741328904826044,1.7410522605829735,0.021933302525317538,0.0,0.058247719573601635,0.058247718756968436,0.05815538860943631,0.0,0.0,0.0,True,0.0022206536511462116,0.003382049224314554,0.0,0.0,0.8996494964279751,-0.001258293347401412,-0.00036134009795052435,0.0,0.0,0.0
