candidate,cutoff,RMS_u_raw,RMS_u_centered,RMS_u_perp,perp_fraction,second_pass_projection_error_RMS,second_pass_relative_error,rho_post_projection
LightGBM_A,2025-08-07,0.0731483177619736,0.07219652228305017,0.05689219352807733,0.7880184769153917,2.461067646195959e-14,4.3258441863054156e-13,0.015602724746150888
LightGBM_A,2025-09-11,0.0969033083627841,0.06371567163926298,0.045381461907470236,0.7122496042167622,5.452344432841177e-13,1.2014475082266284e-11,-0.022811082104408603
LightGBM_A,2025-10-16,0.06766968688319763,0.05677776513297946,0.05241344864652334,0.9231333520043553,3.11333653609891e-16,5.939957427902279e-15,0.0027434412780390047
LightGBM_B,2025-08-07,0.08578123741076477,0.08486311385987726,0.07136810975470352,0.8409791546483179,4.1586919378115545e-12,5.827101140979114e-11,0.017737141506988855
LightGBM_B,2025-09-11,0.10298285382751848,0.0738109775494726,0.05593735723824761,0.7578460426263152,2.584333318899775e-13,4.6200490092741036e-12,-0.018763911545995174
LightGBM_B,2025-10-16,0.07788713963412694,0.0671502719125571,0.06062070608166688,0.9027618854709479,4.0336055458284104e-16,6.653841247567169e-15,0.00486857315593982
LightGBM_AB_mean,2025-08-07,0.0785566718126498,0.07764741643158077,0.06305591470446528,0.812080009899971,5.720251838548417e-13,9.071713360052708e-12,0.016327256937129875
LightGBM_AB_mean,2025-09-11,0.09987533810349827,0.06776476795004223,0.049405273843975445,0.7290702136012355,1.8727236670856896e-13,3.790533927612371e-12,-0.02130337668897055
LightGBM_AB_mean,2025-10-16,0.07135076450065148,0.060418896917183204,0.055165313457800014,0.913047345657695,4.666927299717205e-16,8.459894464820325e-15,0.003537781697847413
