cutoff,n,inactive_frac,baseline_RMSLE,A1_rho,A2_rho,joint_rho_pre,joint_dMSE_pre,joint_dRMSLE_pre,rms_D_pre,boot_pre_rho_ci,boot_pre_rho_se,boot_pre_dMSE_ci,boot_pre_P_dMSE_lt_0,joint_rho_post_pred,joint_dMSE_post_pred,joint_dRMSLE_post_pred,perp_fraction_pred,corr_removed_resid_pred,rms_after_pred,joint_rho_post_wide,joint_dMSE_post_wide,joint_dRMSLE_post_wide,perp_fraction_wide,corr_removed_resid_wide,rms_after_wide
2025-10-16,197379,0.02000212788594531,1.7488246991674166,0.032075597742134546,0.027039104481975024,0.03558653199426989,-0.0038600899651918407,-0.0011039724914372329,0.05993486221059898,"[0.03143156759680352, 0.03948352417141945]",0.0020829138411388734,"[-0.004686885106376316, -0.0029954082622274465]",1.0,0.035779806201145,-0.0038793499109114,-0.0011094825182356,0.9118344923368704,0.0047836239517122,0.0572318150619781,0.0249952938691291,-0.0019056696154527,-0.000544927848606,0.5569323011085534,0.0254390362703274,0.0447281272393963
2025-10-30,201074,0.013621850661945354,1.745881157924782,0.033006054081241326,0.029976041719355962,0.037382860876976114,-0.004182884486991301,-0.001198340588121516,0.07361525048619394,"[0.03337298020399258, 0.04135193586568652]",0.0020182746735682012,"[-0.005199330859285933, -0.003145534698546994]",1.0,0.0368197049407518,-0.0041095414384197,-0.0011773216940142,0.8612726781553398,0.0086248333945564,0.0683184696368421,0.0254453215103768,-0.0018911896864068,-0.0005416987047794,0.5243288927049606,0.0274874004929661,0.0533052137374709
2025-11-13,204634,0.0025020280109854668,1.7453877627128056,0.036487594596579166,0.0385321767140691,0.04535693944662658,-0.006243527247536858,-0.0017894962018309979,0.07433470894495316,"[0.04164411922000754, 0.04923583349972783]",0.0019491724982229675,"[-0.00727047086887475, -0.005303032628296933]",1.0,0.0436811716740679,-0.0057772371967711,-0.0016557864530244,0.8947745379917378,0.0124476172972843,0.0703150765473383,0.0281897289979529,-0.0023681313284388,-0.0006785288004111,0.5767338335780585,0.0368109695489581,0.0564520035446675
2025-12-11,215823,0.005527677772989904,1.7611374925463559,0.03204274581744377,0.03502150728484468,0.040617905522423225,-0.005111762276967871,-0.0014518656869737523,0.07042300763697028,"[0.03655374854395077, 0.044697450891938516]",0.002086976469417043,"[-0.006131157711102615, -0.004101298658649675]",1.0,0.0404099117765122,-0.0050461476008726,-0.0014332219225692,0.9139121905850828,0.0067705659410801,0.0673235183440769,0.0257595174626347,-0.0019925254555186,-0.0005657836412777,0.5737045028966292,0.032327122241664,0.0533406984799194
2026-01-14,233152,0.0,1.7065158098462327,0.02812870121980044,0.03185369222382854,0.03622305776205187,-0.003613115640364404,-0.0010589521055337503,0.07145570618032357,"[0.031878538139169424, 0.040229047778735434]",0.0020620488425463234,"[-0.004573362198479133, -0.002589339028883193]",1.0,0.0397646091709673,-0.0044795872802407,-0.0013130002148085,0.9443449786748191,-0.0102544557417188,0.0694388074031703,0.0324715186688486,-0.0029860295824366,-0.0008751150711854,0.6352875527275754,0.0171243795956555,0.0569537190723293
