contrast,delta_rmsle_cal,delta_auc_positive,var_delta_z,mean_delta_z,max_abs_delta_z,residual_alignment,positive_alignment
UNC_MATCHED_MINUS_UNIFORM,0.000563774532701844,-0.00011982019608969274,0.013407139226415687,0.002634897080110711,1.1430671215057373,0.02831160139281141,True
UNC_SHUFFLED_MINUS_UNIFORM,0.0003097057833034711,-9.600162321998784e-05,0.012594622237530656,-0.0005181727800717911,1.1814775466918945,0.029407130161632673,True
UNC_MATCHED_MINUS_SHUFFLED,0.00025406874939837287,-2.38185728697049e-05,0.014175438405633805,0.003153069860182502,1.1003634929656982,0.03196600161631158,True
MATCHED_SLOT_MINUS_SHUFFLED_SLOT,2.324431012112882e-06,1.359974041625911e-05,0.0005670175362253522,0.0006306139720365006,0.22007269859313938,0.006739871971666202,True
MATCHED_SLOT_MINUS_STRONGEST,1.6168549259010234e-05,7.198507071426441e-06,0.0005362855690566275,0.0005269794160221425,0.22861342430114728,0.005951473355404595,True
SHUFFLED_SLOT_MINUS_STRONGEST,1.3844118246897352e-05,-6.401233344832669e-06,0.0005037848895012261,-0.00010363455601435801,0.23629550933837895,0.0058282205988802556,True
