outer_fold,selected_weight,train_score,outer_base,outer_mix,outer_delta,outer_excluded_from_selection
2025-09-04,0.05,1.7458288911548903,1.7668833567997195,1.7662286882524283,-0.0006546685472912372,True
2025-09-18,0.05,1.7452273751980818,1.7605095767798136,1.7599386434229134,-0.0005709333569001718,True
2025-10-02,0.1,1.7467247432406097,1.748629223964952,1.748454139874518,-0.00017508409043398565,True
2025-10-16,0.1,1.7541572995581325,1.7412785664479717,1.7410859547797315,-0.0001926116682402501,True
