outer_fold,selected_weight,train_score,outer_base,outer_mix,outer_delta,outer_excluded_from_selection
2025-09-04,0.05,1.7458288931512986,1.7668833567997195,1.7662286884236902,-0.0006546683760293437,True
2025-09-18,0.05,1.7452273765383102,1.7605095767798136,1.7599386487719195,-0.0005709280078940449,True
2025-10-02,0.1,1.7467247436447502,1.748629223964952,1.7484541480937217,-0.0001750758712302236,True
2025-10-16,0.1,1.7541573061681501,1.7412785664479717,1.7410859536612613,-0.00019261278671045545,True
