fold,n,mean_expected_count,mean_actual_count,mae_count,rmse_count,count_log_score,auc_any_purchase,brier_any_purchase,p_alive_mean,p_alive_q05,p_alive_q50,p_alive_q95
2025-09-04,188518,1.510240912437439,1.907213104318951,1.1906979989534126,1.8653070136395644,1.6399468949704288,0.8307523593693736,0.16820106371798374,0.993372917175293,0.9863592982292175,0.9989493489265442,1.0
2025-09-18,191025,1.5134005546569824,1.9743384373773067,1.214943768964796,1.9051173017823362,1.680006817652989,0.8328044583444805,0.1672841920052413,0.9934331774711609,0.9870946407318115,0.9990001320838928,1.0
2025-10-02,193694,1.5172570943832397,1.989736388323851,1.223984926151155,1.9211272882748966,1.690419367240081,0.834515990758138,0.16635055624956743,0.9937393069267273,0.9883351922035217,0.9990923404693604,1.0
2025-10-16,197379,1.5179935693740845,2.005051195922565,1.2324584605842117,1.9381810729842563,1.6981782448714229,0.8353210632570337,0.16595801634690702,0.99410080909729,0.989761233329773,0.999199390411377,1.0
