fold,donor_group,r,alpha,a,b,log_likelihood,gradient_norm,mean_nll_spread,max_log_parameter_spread,stable,n_users
2025-09-04,0,0.4726056556668271,11.78288470449521,0.05703356140434249,70.20538350345112,-4433459.525248167,6.28614805765173e-10,2.1316282072803006e-14,1.3450119951130546e-07,True,124787
2025-09-04,1,0.47322810294325907,11.822115729002686,0.04570028176729885,58.402027865520346,-4446058.206429512,2.675512773872317e-08,5.4221516165853245e-11,0.0013506663708682254,True,125213
2025-09-18,0,0.4823733194307939,11.870295067535494,0.044906020607889605,57.170733744811706,-4735179.502883282,1.375351144431986e-09,1.4210854715202004e-14,1.865994057048681e-07,True,124787
2025-09-18,1,0.4829933474429235,11.910763055855655,0.046755986013396686,64.21924304126858,-4748557.294153724,9.606623588355287e-10,1.4210854715202004e-14,9.396547087092699e-07,True,125213
2025-10-02,0,0.49300286504563723,11.957600580397534,0.04447553792129103,62.49722760252765,-5049459.167283562,4.776623754636581e-08,7.105427357601002e-15,1.4779955560761948e-05,True,124787
2025-10-02,1,0.4935871101351413,12.001459314043176,0.04077659975004484,60.61843945717293,-5062645.002112275,7.761691604440957e-10,2.842170943040401e-14,1.471180470780098e-07,True,125213
2025-10-16,0,0.5044598138662312,12.046507371291808,0.0371652713800105,57.15125555760924,-5376574.481596845,8.625989259961552e-09,2.842170943040401e-14,5.67739319823346e-06,True,124787
2025-10-16,1,0.5064433700725357,12.124196715714994,0.03493382493164699,56.61719956990595,-5390999.301275231,2.6022253670051624e-08,1.4210854715202004e-14,4.83848738674908e-06,True,125213
