fold,feature,mean_abs_shap,mean_shap,mean_value,std_value,is_b1
2,to_ord_sum_all,0.21396584301629995,0.010842031176992818,26.24078,53.928912143595106,False
2,w180_orders,0.1808717504790393,0.006884463843815061,15.7974,30.803141937795893,False
2,w180_days_buy,0.14401089609060383,0.009568588998258467,9.30138,12.325095946709705,False
2,to_ord_sum_60d,0.13509562189635727,-0.000724006781747495,5.91214,12.294981928429175,False
2,lifetime_gmv_per_day,0.11451773031714345,0.006892744726817193,2.779341537010235,7.30610714371407,False
2,recency_buy_over_buydays,0.09231801087300585,0.015225042708020824,15.301567818613384,45.10411547857585,False
2,buyday_rate_all,0.06214187607861476,0.004923040046918897,0.1271922106305603,0.11479336084148911,False
2,w90_days_buy,0.06080938815868239,-0.004365346864043036,5.0697,6.869952103908731,False
2,to_ord_sum_120d,0.056179372282350676,0.009684653984839323,11.20842,22.178614499188175,False
2,gmv_sum_60d,0.052084967639105154,-0.015429042466994699,191.28476681980604,506.9363925177113,False
2,all_days_buy,0.04566648312934121,0.008054992149309792,15.45582,20.92514105394752,False
2,w90_orders,0.04533879247928088,0.0001326254305566056,8.581,17.31620278814036,False
2,active_days_7d,0.04532297470183672,0.004462388315426772,2.79438,2.1523430060285467,False
2,w90_buyday_rate,0.03770300176569393,0.00012093376812969535,0.05633000147590414,0.07633280289733535,False
2,gmv_sum_120d,0.03370854046479745,0.005077440267104818,370.7494570669726,868.7687169165017,False
2,b1_order_gmv_p25_all,0.030672248114516673,0.0038529209942686758,18.74885264239654,49.07624922266059,True
2,searches_sum_14d,0.030567128561071598,0.0033806724612516974,18.48042,28.732164147930103,False
2,b1_regular_buyer_overdue_score,0.027465810050867755,0.007175676297536868,1553.442714410359,3608.835415120416,True
2,b1_cart_pressure_30d,0.026137738265002965,0.005688485922851378,0.4787548651589081,0.5866559391051642,True
2,gmv_sum_all,0.026094931722200117,-0.006005747704971312,897.0341019207063,1970.1384567387852,False
2,active_days_14d,0.024549652397492815,0.005279745264423835,5.50208,3.9344218982717147,False
2,b1_active_gap_last_over_mean,0.022229246574279677,0.0016313824913846732,0.9351624479350913,1.5462695826655093,True
2,b1_weekend_gmv_all,0.021571444656533854,0.003898192161791419,256.518433421683,642.0745602568242,True
2,b1_cart_days_30d,0.021322680811783935,-0.0010054669913884373,4.33882,4.788780743320788,True
2,b1_order_cycle_phase,0.0207485306961276,0.005716961164378689,1554.805490323047,3608.250997261699,True
2,w365_orders,0.020609489917230953,-0.0019587059933750773,26.24078,53.928912143595106,False
