recency_weight,post_order_dist_weight,behavior_dist_weight,xgb_behavior_weight,rmsle_mean,rmsle_std,bias_mean,pred_log_mean,pred_mean
0.2,0.2,0.35,0.25,1.7071968282968781,0.051475759067372104,0.06355598376116722,2.271215630888195,34.303386848160976
0.3,0.2,0.3,0.2,1.7072016533931451,0.05134461882442244,0.06221543020487208,2.2725561844444897,34.39392074924305
0.35,0.1,0.35,0.2,1.7072033597639997,0.05125124589589599,0.06182787959106251,2.2729437350582993,34.47442664392466
0.3,0.1,0.4,0.2,1.7072042735709099,0.05134883623766276,0.06268332408184762,2.272088290567514,34.38969264789259
0.35,0.0,0.4,0.25,1.707204321977255,0.05119338947925934,0.06192597748797013,2.2728456371613914,34.54928916304448
0.35,0.15,0.3,0.2,1.7072050584235745,0.051249605621475146,0.06159408572122871,2.273177528928133,34.4766958790405
0.25,0.0,0.45,0.3,1.707205944270624,0.0513239985986685,0.06326745434834757,2.2715041603010144,34.45514219522837
0.4,0.05,0.25,0.3,1.7072061006614914,0.05103931400864366,0.06046633330729545,2.274305281342066,34.724021263307634
0.2,0.15,0.4,0.25,1.707206472173002,0.05147798524761353,0.0637903709849188,2.270981243664443,34.30166931058227
0.2,0.25,0.3,0.25,1.7072069974923072,0.05147220267000761,0.06332249901837983,2.2714491156309817,34.30622994704328
0.25,0.05,0.45,0.25,1.7072098480774178,0.05138562290323107,0.06340326371174054,2.271368350937621,34.38021744610188
0.15,0.2,0.35,0.3,1.7072119361885185,0.051506007902561345,0.06404220453727327,2.2707294101120885,34.297030765959015
0.4,0.05,0.3,0.25,1.7072134668035313,0.05109632676928491,0.06083671344800812,2.2739349012013537,34.640853201947465
0.25,0.2,0.35,0.2,1.7072150131452763,0.05144079630473311,0.06307120056313753,2.271700414086224,34.31185128641843
0.4,0.1,0.25,0.25,1.70721585979951,0.051095974581249974,0.06060293991693744,2.274168674732424,34.643191692463674
0.4,0.0,0.3,0.3,1.7072159271255767,0.051038180896176205,0.0607006898265543,2.2740709248228077,34.7223361533821
0.3,0.0,0.45,0.25,1.7072160310236661,0.05128962255529395,0.06278209838175264,2.271989516267609,34.46314871878434
0.15,0.25,0.3,0.3,1.7072167814366144,0.0515028042546284,0.06380843332016939,2.2709631813291926,34.29963126187758
0.2,0.05,0.45,0.3,1.7072176835349642,0.05141758212277918,0.06388933919884954,2.2708822754505125,34.37327792917552
0.25,0.15,0.4,0.2,1.7072193332841652,0.051443373597041916,0.06330530149775271,2.271466313151609,34.30989112570934
0.35,0.05,0.4,0.2,1.707221473216783,0.05125155336038249,0.06206257528198034,2.2727090393673812,34.47328568663875
0.35,0.2,0.25,0.2,1.7072265653826062,0.0512466347060737,0.061361191437974805,2.273410423211387,34.48009531771001
0.15,0.15,0.4,0.3,1.7072269066469978,0.051507881822720834,0.06427688000260412,2.270494734646758,34.29555482829478
0.3,0.25,0.25,0.2,1.7072300563646863,0.05134051465120168,0.06198283302695784,2.272788781622404,34.39772794453329
0.25,0.25,0.3,0.2,1.7072305033272053,0.05143688834830384,0.0628380004832636,2.271933614166098,34.314938199531184
0.4,0.0,0.35,0.25,1.7072308866191672,0.051095346693549246,0.06107138932360945,2.2737002253257526,34.639645629796405
0.3,0.05,0.45,0.2,1.7072353043991852,0.051348945224550635,0.06291862536168447,2.2718529892876775,34.38926807903222
0.2,0.1,0.45,0.25,1.7072359330025617,0.05147887914551022,0.06402566312345326,2.2707459515259085,34.30107571084802
0.2,0.3,0.25,0.25,1.7072369759269022,0.05146731823914113,0.06308991466340585,2.271681699985956,34.31020071929802
0.4,0.1,0.3,0.2,1.70724071327543,0.051151846698684354,0.060973963906592044,2.27379765074277,34.563322084149064
0.15,0.3,0.25,0.3,1.707241438549013,0.05149827305096036,0.06357556417240495,2.2711960504769566,34.30335831083219
0.25,0.1,0.45,0.2,1.7072434676134804,0.05144461814616054,0.06354030563446544,2.2712313090148966,34.3090559782907
0.4,0.05,0.35,0.2,1.7072459136600306,0.05115235174841835,0.0612080568173623,2.2735635578319995,34.561460922020245
0.4,0.15,0.25,0.2,1.7072553219826194,0.05115001000373274,0.06074077120214816,2.2740308434472136,34.56631447425944
0.35,0.0,0.45,0.2,1.7072594026487191,0.05125052595638792,0.06229817537163651,2.272473439277725,34.473271577588775
0.15,0.1,0.45,0.3,1.707261696710904,0.051508423965192916,0.06451246223853335,2.270259152410828,34.29520193872627
0.35,0.15,0.35,0.15,1.7072624396568439,0.05130529845327201,0.06196632332042262,2.272805291328939,34.40288855886827
0.3,0.15,0.4,0.15,1.7072654807369148,0.051404046201459,0.06282170019776778,2.2719499144515938,34.32021680284937
0.25,0.3,0.25,0.2,1.7072658000035243,0.05143165192152623,0.0626056992488786,2.272165915400483,34.31915409707578
0.25,0.0,0.5,0.25,1.707266026702806,0.05138404648087266,0.06363976059315335,2.2711318540562084,34.38115842189865
0.3,0.2,0.35,0.15,1.7072664814036762,0.051401118956646015,0.06258788370976598,2.272183730939596,34.32242072575528
0.2,0.2,0.4,0.2,1.7072666571010537,0.05153516769760189,0.06392851096568442,2.2708431036836774,34.23382534627652
0.35,0.1,0.4,0.15,1.7072683351959004,0.05130709061959611,0.06220043706640488,2.272571177582957,34.4010940342773
0.15,0.25,0.35,0.25,1.7072689720051721,0.051564006635760745,0.06418021052912315,2.2705914041202386,34.22880133804209
0.2,0.25,0.35,0.2,1.7072692303105468,0.051531456865351634,0.0636947053230692,2.2710769093262924,34.23619593954474
0.4,0.0,0.4,0.2,1.7072709269558746,0.05115152300053399,0.06144305228705016,2.2733285623623116,34.560729214657684
0.15,0.2,0.4,0.25,1.7072717231894348,0.051567365719469904,0.06441430306947882,2.270357311579883,34.22667294605873
0.35,0.2,0.3,0.15,1.7072763524384635,0.051302174142628026,0.06173310939030108,2.273038505259061,34.40581191550445
0.2,0.0,0.5,0.3,1.7072791935245581,0.05141565503496092,0.06412612740235235,2.2706454872470094,34.374459113116
0.2,0.15,0.45,0.2,1.7072838970952675,0.05153754694441062,0.06416321946782211,2.2706083951815397,34.232579261058525
0.3,0.1,0.45,0.15,1.7072842913821673,0.05140564028403636,0.06305641831614173,2.2717151963332203,34.3191391553949
0.2,0.05,0.5,0.25,1.707285214736732,0.0514784388152265,0.06426186295802139,2.2705097516913404,34.30160490582368
0.15,0.3,0.3,0.25,1.7072860328357158,0.05155931853198475,0.06394702028787336,2.270824594361488,34.2320550159037
0.3,0.0,0.5,0.2,1.707286154272364,0.05134771841733965,0.06315483316373194,2.27161678148563,34.38996820493208
0.3,0.25,0.3,0.15,1.7072872895209135,0.05139686064102236,0.06235496658931505,2.2724166480600467,34.325752781404155
0.25,0.05,0.5,0.2,1.7072874200647217,0.05144452798855545,0.0637762156651851,2.2709953989841765,34.30934458920322
0.4,0.1,0.35,0.15,1.7072906483500006,0.05120673123527407,0.06134598652622403,2.273425628123138,34.487150744124186
0.45,0.05,0.25,0.25,1.7072912025204199,0.050996277374635746,0.05998425170683386,2.274787362942528,34.736219573998326
0.2,0.3,0.3,0.2,1.7072916128393278,0.05152641653220761,0.06346180030239723,2.2713098143469646,34.2396929353882
0.35,0.05,0.45,0.15,1.7072940429125756,0.05130754855993856,0.06243545300483344,2.272336161644528,34.40042663855681
0.15,0.15,0.45,0.25,1.7072942902869386,0.05156939371386273,0.0646493002335542,2.270122314415808,34.22566806038577
0.25,0.2,0.4,0.15,1.7072948839435997,0.051498256254088,0.0634441915395485,2.2713274231098133,34.24307719604702
0.45,0.0,0.3,0.25,1.7072957113636535,0.05099549415344506,0.06021832617709899,2.274553288472263,34.73428795734219
0.45,0.0,0.25,0.3,1.707295787880108,0.05093929124272365,0.05984815911404806,2.2749234555353137,34.82001232986008
0.4,0.15,0.3,0.15,1.7072976635784696,0.05120474186360871,0.06111247444455281,2.273659140204809,34.48966606306564
0.1,0.25,0.35,0.3,1.707302012605418,0.05159184498178529,0.06466715812544788,2.2701044565239137,34.22351109056261
0.25,0.25,0.35,0.15,1.7073027786039963,0.051494194846789,0.06321067095607624,2.2715609436932853,34.24569114199528
0.4,0.05,0.4,0.15,1.707303442242412,0.051207387444535485,0.06158039903946544,2.2731912156098963,34.48576523216562
0.25,0.15,0.45,0.15,1.707306799664128,0.051500985624025594,0.06367861336018876,2.271093001289173,34.241588946696076
0.45,0.05,0.3,0.2,1.7073086122388834,0.051051340273492146,0.06035506223897702,2.2744165524103845,34.65386116105876
0.35,0.25,0.25,0.15,1.7073100697263277,0.05129771987808911,0.06150079323756641,2.2732708214117956,34.409866306333406
0.1,0.2,0.4,0.3,1.7073100910413093,0.05159485115493303,0.0649015395130117,2.26987007513635,34.221623863972006
0.1,0.3,0.3,0.3,1.707313748766571,0.05158751031401982,0.06443368085617562,2.2703379337931864,34.22652267458795
0.15,0.05,0.5,0.3,1.707316310356604,0.05150763240336029,0.0647489541180073,2.2700226605313545,34.29597106389235
0.45,0.1,0.25,0.2,1.707316320519463,0.05105063872204105,0.06012156964124671,2.274650045008115,34.65644697421424
0.45,0.0,0.35,0.2,1.7073207137764497,0.051050709226743256,0.060589455832304795,2.274182158817057,34.65240787849514
0.2,0.1,0.5,0.2,1.7073209542354235,0.05153859263999553,0.0643988334094947,2.270372781239867,34.23245627227247
0.15,0.35,0.25,0.25,1.7073229018291125,0.05155330359902797,0.06371473036013042,2.2710568842892314,34.236436247037986
0.3,0.05,0.5,0.15,1.707322917256255,0.05140589922467325,0.0632920406696329,2.271479573979729,34.31918641439295
0.4,0.2,0.25,0.15,1.7073244841147406,0.05120142150542034,0.06087986064120421,2.2738917540081576,34.493313239168174
0.3,0.3,0.25,0.15,1.7073279012647018,0.0513912734570196,0.062122946909376475,2.2726486677399853,34.330215324634594
0.25,0.3,0.3,0.15,1.7073304797706532,0.05148880350032982,0.06297804945729135,2.2717935651920707,34.24943279654748
0.2,0.35,0.25,0.2,1.707333800842863,0.051520048900412604,0.06322979400245621,2.2715418206469056,34.24431872039356
0.4,0.0,0.45,0.15,1.7073360491175977,0.051206708422589856,0.06181571447850187,2.27295590017086,34.48550797791885
0.15,0.1,0.5,0.25,1.7073366772616505,0.051570088672587604,0.06488520469137127,2.2698864099579907,34.2257853805983
0.1,0.15,0.45,0.3,1.7073379879914585,0.05159652678113678,0.06513682743262073,2.269634787216741,34.220859327850505
0.25,0.1,0.5,0.15,1.7073385296911576,0.051502380973092135,0.06391393891019703,2.2708576757391645,34.241224868914564
0.35,0.0,0.5,0.15,1.7073395667249214,0.05130667030201696,0.06267137385697463,2.272100240792387,34.400885158642424
0.35,0.15,0.4,0.1,1.7073449034151587,0.051360001228290604,0.06233957410908575,2.2724320405402763,34.33264549192978
0.1,0.35,0.25,0.3,1.707345295661423,0.051581849329594774,0.06420110563335824,2.2705705090160038,34.23066076692298
0.15,0.25,0.4,0.2,1.7073462492890794,0.05162422113761105,0.06455295656573878,2.270218658083623,34.16144264022704
0.45,0.05,0.35,0.15,1.7073511019180212,0.051105415474902376,0.06072687067593674,2.274044743973425,34.57526659188616
0.25,0.0,0.55,0.2,1.7073511946543531,0.05144310127798664,0.06401303463433816,2.2707585800150234,34.3107561807155
0.45,0.1,0.3,0.15,1.7073512174407008,0.05110456193813568,0.0604930589447934,2.2742785557045684,34.57737429706763
0.35,0.2,0.35,0.1,1.7073512218677012,0.051356725200778684,0.06210604033255307,2.2726655743168087,34.335094433430754
0.2,0.0,0.55,0.25,1.7073543214202536,0.05147666243226382,0.06449897362562185,2.27027264102374,34.30325622621254
0.15,0.3,0.35,0.2,1.7073557135539332,0.051619377735245976,0.06431944503049891,2.2704521696188626,34.16422454111209
0.3,0.2,0.4,0.1,1.707356393018792,0.0514566293740431,0.06296135150470339,2.2718102631446584,34.254427241706274
0.2,0.25,0.4,0.15,1.7073565493864082,0.05158972315558096,0.06406791482817376,2.270703699821188,34.16962198296767
0.15,0.2,0.45,0.2,1.7073565971754674,0.05162773417990721,0.06478737078614083,2.269984243863221,34.15978501677761
0.35,0.1,0.45,0.1,1.7073583932771572,0.05136194371412273,0.06257400808328972,2.2721976065660723,34.331324276061515
0.2,0.2,0.45,0.15,1.707361572393436,0.05159358692154052,0.06430204171780707,2.270469572931555,34.1677225410337
0.3,0.15,0.45,0.1,1.707362987378159,0.05145970772534406,0.06319548851397427,2.2715761261353875,34.25269574789061
0.4,0.15,0.35,0.1,1.7073650862859782,0.05125848510974919,0.061485189717356725,2.273286424932005,34.416643773220194
0.4,0.1,0.4,0.1,1.7073656646603077,0.05126062546259439,0.06171902138430396,2.273052593265058,34.41460384097445
0.1,0.25,0.4,0.25,1.7073692483705152,0.05165400822651423,0.06503947579118075,2.2697321388581813,34.15535892262105
0.3,0.25,0.35,0.1,1.7073696061003327,0.0514522185754526,0.06272811425004976,2.2720435003993122,34.25728580867086
0.45,0.0,0.4,0.15,1.7073707962522278,0.05110493488436671,0.06096158362439641,2.2738100310249654,34.57428994546126
0.45,0.15,0.25,0.15,1.7073711389993536,0.05110237643271765,0.060260146159149874,2.274511468490212,34.580614959559114
0.2,0.3,0.35,0.15,1.7073713357605336,0.05158452854143217,0.06383468894967437,2.2709369256996874,34.17264681707814
0.1,0.3,0.35,0.25,1.7073733875719501,0.05164951722393996,0.06480567676419868,2.2699659378851633,34.15789905456806
0.35,0.25,0.3,0.1,1.707377344777591,0.051352117733821465,0.06187340457363866,2.272898210075723,34.33867307873448
0.2,0.05,0.55,0.2,1.7073778325438247,0.05153830293936404,0.06463535572071111,2.270136258928651,34.23345544386778
0.25,0.35,0.25,0.15,1.7073779836029552,0.0514820844266893,0.06274632522467294,2.272025289424689,34.25430466833261
0.3,0.0,0.55,0.15,1.70738136235321,0.05140482115698311,0.06352857021255143,2.2712430444368104,34.320357691756406
0.4,0.2,0.3,0.1,1.7073843131781703,0.05125501227028921,0.061252256564890084,2.2735193580844717,34.419814183069875
0.1,0.2,0.45,0.25,1.7073849239797705,0.05165716940383555,0.06527417932022272,2.2694974353291393,34.153942140432555
0.15,0.35,0.3,0.2,1.7073849860631023,0.05161320605969346,0.0640868340495988,2.2706847805997628,34.16813277032303
0.1,0.1,0.5,0.3,1.7073857074471686,0.05159686993518676,0.0653730246466826,2.2693985900026794,34.221216290912935
0.4,0.05,0.45,0.1,1.7073860521553286,0.05126143123735622,0.061953753860096716,2.272817860789265,34.41369256154579
0.2,0.15,0.5,0.15,1.7073864087249606,0.051596117855559794,0.06453707200175929,2.2702345426476027,34.16694680973268
0.15,0.15,0.5,0.2,1.707386761175183,0.05162991489788818,0.06502269016336593,2.269748924485996,34.159250102030356
0.3,0.1,0.5,0.1,1.7073893930919115,0.051461451629835904,0.06343052768427859,2.271341086965083,34.252089686403195
0.25,0.05,0.55,0.15,1.7073900780222533,0.05150244043429044,0.0641501710287189,2.2706214436206427,34.241983916863965
0.15,0.0,0.55,0.3,1.7073907516635156,0.05150550533608323,0.06498635887323445,2.269785255776127,34.297861641167216
0.35,0.05,0.5,0.1,1.7073916953603312,0.051362550663954634,0.06280934477476263,2.2719622698745994,34.33112930040444
0.1,0.35,0.3,0.25,1.707397337661301,0.051643698466045614,0.064572780020836,2.270198834628526,34.16156447287466
0.5,0.0,0.25,0.25,1.7073987819037975,0.050893832242513704,0.05936678118178573,2.275404833467576,34.83329009495263
0.15,0.05,0.55,0.25,1.707398888166554,0.051569448774457474,0.06512201946628027,2.2696495951830817,34.227024078510254
0.25,0.2,0.45,0.1,1.707399839416877,0.051554725409049554,0.06381819839862368,2.2709534162507383,34.177752939448155
0.25,0.25,0.4,0.1,1.7074001383644282,0.05155051207319843,0.06358435697319842,2.2711872576761634,34.179895292605224
0.3,0.3,0.3,0.1,1.7074026227540955,0.051446477439742906,0.06249577468085232,2.2722758399685095,34.26127358097169
0.2,0.35,0.3,0.15,1.7074059276204046,0.05157800518111375,0.06360236203715397,2.271169252612208,34.17679921107084
0.5,0.0,0.3,0.2,1.7074087490108818,0.05094808478609693,0.059737378787730444,2.2750342358616313,34.748378316354355
0.5,0.05,0.25,0.2,1.7074095547484722,0.05094851926314952,0.0595035846652765,2.275268029984085,34.750557787921416
0.45,0.1,0.35,0.1,1.7074111939926935,0.05115749638303905,0.06086555946473782,2.273906055184624,34.50199050601631
0.45,0.05,0.4,0.1,1.7074186713264625,0.05115850019393064,0.06109969054647202,2.2736719241028895,34.50035920513889
0.25,0.15,0.5,0.1,1.7074193508946514,0.051557605451679075,0.06405294159862485,2.270718673050737,34.176735484621524
0.25,0.3,0.35,0.1,1.7074202438080657,0.051544967445484494,0.06335141502559405,2.2714201996237677,34.18316434083125
0.1,0.15,0.5,0.25,1.7074204183857051,0.05165899881305887,0.06550978991367873,2.269261824735683,34.153647249860384
0.35,0.3,0.25,0.1,1.707423268320408,0.051346181036942544,0.061641664985980116,2.2731299496633817,34.34338390852598
0.4,0.25,0.25,0.1,1.7074233415206233,0.05125020914090702,0.061020219968631606,2.27375139468073,34.424117399325084
0.45,0.15,0.3,0.1,1.7074235226631527,0.05115515909086983,0.060632327561147115,2.2741392870882144,34.504753334272905
0.05,0.3,0.35,0.3,1.707424366339907,0.051674948007321836,0.06529335602914643,2.2694782586202153,34.15367451046404
0.05,0.25,0.4,0.3,1.707425555072446,0.0516790854334025,0.06552744449468406,2.2692441701546775,34.151375098377784
0.4,0.0,0.5,0.1,1.7074262526807402,0.051260900448341334,0.062189389781483806,2.272582224867878,34.41390860478232
0.2,0.1,0.55,0.15,1.707431062392618,0.051597314094320876,0.0647730084081084,2.2699986062412534,34.16729358548914
0.15,0.4,0.25,0.2,1.7074340629475502,0.0516057083190587,0.06385512182732511,2.2709164928220367,34.17316987045472
0.3,0.05,0.55,0.1,1.7074356141382718,0.05146185920030117,0.063666471766189,2.271105142883173,34.25260789953384
0.15,0.1,0.55,0.2,1.7074367453270387,0.05163076145235558,0.06525891751712232,2.2695126971322397,34.15983680166073
0.5,0.05,0.3,0.15,1.707437007937638,0.05100163273803861,0.05987486067763759,2.274896753971724,34.668999001634006
0.1,0.4,0.25,0.25,1.707441094760588,0.05163655414820647,0.06434078368050011,2.270430830968862,34.16635760168189
0.05,0.35,0.3,0.3,1.7074429910285074,0.051669483390774665,0.06506017171966127,2.2697114429297005,34.157098355567385
0.5,0.0,0.35,0.15,1.7074437942146317,0.05100134958053342,0.060108973715282676,2.2746626409340793,34.66729872336309
0.35,0.0,0.55,0.1,1.707444813641593,0.0513618201928436,0.06304558704997021,2.2717260275993914,34.33205956443349
0.45,0.0,0.45,0.1,1.7074459585251016,0.05115816844579,0.06133472321890476,2.273436891430457,34.49985775998443
0.05,0.2,0.45,0.3,1.707446561169586,0.051681893617836795,0.06576243942445559,2.269009175224906,34.15019829463884
0.15,0.25,0.45,0.15,1.707448613750866,0.05168344687873153,0.06492670762377695,2.269844907025585,34.09748948783874
0.5,0.1,0.25,0.15,1.7074500283578835,0.05100058299328605,0.05964164742176492,2.275129967227597,34.671833616101615
0.15,0.3,0.4,0.15,1.707450481179265,0.05167844964690575,0.06469287445233096,2.2700787401970306,34.09980095507072
0.35,0.2,0.4,0.05,1.7074511710707072,0.05141028333493977,0.062479962577478565,2.272291652071883,34.26787757627096
0.35,0.15,0.45,0.05,1.7074524470652384,0.05141370951803515,0.06271381653772501,2.2720577981116366,34.26590164035488
0.1,0.05,0.55,0.3,1.7074532534986155,0.05159587882154268,0.0656101342745532,2.269161480374809,34.22269403107095
0.2,0.0,0.6,0.2,1.7074545361497826,0.051536676121281426,0.06487278969063781,2.269898824958724,34.23557630976835
0.3,0.35,0.25,0.1,1.7074554391403505,0.051439408186942176,0.06226433105973794,2.272507283589624,34.26639319231356
0.45,0.2,0.25,0.1,1.7074556535216399,0.05115149049886904,0.060399992762181665,2.2743716218871803,34.50864986758931
0.4,0.15,0.4,0.05,1.7074575876445146,0.051311235166803956,0.06185889525123378,2.272912719398128,34.347179699041554
0.1,0.3,0.4,0.2,1.7074581136969522,0.051710536906926514,0.06517864304653775,2.2695929716028242,34.09269335571293
0.25,0.1,0.55,0.1,1.707458676787706,0.05155915031564115,0.06428858921196423,2.2704830254373976,34.17684161321272
0.25,0.35,0.3,0.1,1.707460151860067,0.05153809364122728,0.06311937059453032,2.2716522440548315,34.18756237134721
0.2,0.4,0.25,0.15,1.7074603211023796,0.05157015529369995,0.06337093237806957,2.271400682271292,34.182081828845725
0.25,0.0,0.6,0.15,1.7074614487526043,0.05150116225984924,0.06438731291062672,2.2703843017387353,34.24386551788564
0.1,0.25,0.45,0.2,1.7074615717677586,0.051715182802271595,0.06541276418379915,2.2693588504655624,34.09062335083003
0.4,0.1,0.45,0.05,1.7074657597094545,0.05131352491800357,0.062093046848592515,2.272678567800769,34.3456137287564
0.15,0.2,0.5,0.15,1.707466558603038,0.05168711253919159,0.06516144402377266,2.2696101706255893,34.096301544451386
0.2,0.25,0.45,0.1,1.7074689538650403,0.05164699923703169,0.06444214162321149,2.27032947302615,34.10644484006952
0.4,0.2,0.35,0.05,1.7074692207746285,0.0513076115316792,0.06162564255615943,2.2731459720932023,34.349875034776886
0.35,0.25,0.35,0.05,1.7074696994565652,0.05140552433421659,0.06224700702728825,2.2725246076220733,34.270982151400574
0.3,0.2,0.45,0.05,1.7074713854753825,0.051511145690276774,0.06333581212542105,2.271435802523941,34.189877774998784
0.15,0.35,0.35,0.15,1.7074721569189861,0.05167212282410797,0.06445994223213392,2.270311672417228,34.10323778508616
0.35,0.1,0.5,0.05,1.7074735313455984,0.05141580086972334,0.06294857123052511,2.271823043418837,34.265052584483655
0.1,0.35,0.35,0.2,1.7074744666583863,0.05170456194845881,0.06494542458745789,2.269826190061904,34.095887682806804
0.1,0.1,0.55,0.25,1.7074757356603647,0.051659494641136165,0.06574631048539104,2.2690253041639705,34.154473263904364
0.2,0.3,0.4,0.1,1.7074761438554429,0.051641651835044294,0.06420859455421235,2.2705630200951497,34.108998875276384
0.3,0.25,0.4,0.05,1.7074770033704667,0.05150658394618081,0.06310225440636041,2.2716693602430014,34.192264249151826
0.15,0.0,0.6,0.25,1.707480927171966,0.05156747232671678,0.06535974794451338,2.269411866704848,34.22938379298391
0.05,0.4,0.25,0.3,1.7074814252472952,0.051662693764680245,0.06482788959889363,2.269943725050468,34.161648942050064
0.2,0.2,0.5,0.1,1.707481573305817,0.0516510145673755,0.06467659024851025,2.2700950244008515,34.10501544311744
0.1,0.2,0.5,0.2,1.7074848448609976,0.05171849767562167,0.06564779036569934,2.269123824283662,34.08967594145727
0.3,0.15,0.5,0.05,1.7074855749920026,0.051514373723810035,0.0635702701399865,2.2712013445093753,34.188617573869564
0.05,0.15,0.5,0.3,1.7074873886469242,0.05168337064110324,0.06599834347390887,2.268773271175453,34.15014274963937
0.5,0.05,0.35,0.1,1.707489539051898,0.051053757353338496,0.06024714723516045,2.274524467414201,34.59119452673021
0.4,0.05,0.5,0.05,1.7074937408699005,0.05131447877794086,0.06232809978454035,2.2724435148648214,34.34517551952112
0.5,0.1,0.3,0.1,1.7074949673620217,0.05105255649126008,0.06001361506678493,2.274757999582577,34.5935501906798
0.2,0.05,0.6,0.15,1.7074955375012206,0.051597173898037446,0.06500985401821624,2.2697617606311455,34.16876213626226
0.45,0.1,0.4,0.05,1.7074962478587605,0.05120943745821026,0.06123904935165836,2.273532565297703,34.43022498792568
0.05,0.3,0.4,0.25,1.707499051327252,0.05173791602566529,0.06566589427066893,2.269105720378693,34.08767814168213
0.4,0.25,0.3,0.05,1.7075006552436918,0.051302656124051695,0.06139328666446664,2.2733783279848954,34.353701837893055
0.45,0.15,0.35,0.05,1.7075009835490733,0.051206950080234535,0.06100549812764178,2.27376611652172,34.43251169259018
0.3,0.0,0.6,0.1,1.7075016545846053,0.051460928664321844,0.06390332386286546,2.2708682907864963,34.25424970624278
0.3,0.3,0.35,0.05,1.707502424757992,0.05150069050857315,0.06286959477060061,2.271902019878761,34.19577891081792
0.2,0.35,0.35,0.1,1.7075031393239912,0.051634974361235764,0.06397594685129926,2.2707956677980627,34.11267950230279
0.5,0.0,0.4,0.1,1.7075039174184805,0.051053623789774995,0.060481579414926934,2.2742900352344346,34.589971717276335
0.15,0.15,0.55,0.15,1.7075043197711024,0.051689444772956006,0.06539708627299468,2.269374528376367,34.09623576321212
0.15,0.05,0.6,0.2,1.707506553772805,0.05163027213257671,0.06549605602394348,2.2692755586254183,34.16154448973213
0.05,0.25,0.45,0.25,1.7075078377547404,0.05174220943056872,0.06590030534941405,2.2688713092999477,34.08584860886492
