recency_weight,post_order_dist_weight,behavior_dist_weight,xgb_behavior_weight,cat_behavior_weight,rmsle_mean,rmsle_std,bias_mean,pred_log_mean,pred_mean
0.2,0.2,0.3,0.2,0.1,1.7070777810815556,0.05141549104637051,0.06338250421225178,2.2713891104371102,34.309982968869285
0.15,0.05,0.4,0.25,0.15,1.707078015579787,0.051387066135865946,0.06430138126112661,2.2704702333882354,34.34271291676422
0.2,0.15,0.35,0.2,0.1,1.7070782924152166,0.051418088368312395,0.06361650595345902,2.2711551086959028,34.3077422252133
0.25,0.05,0.4,0.2,0.1,1.7070795539424546,0.05132669086947672,0.06322924991515655,2.2715423647342052,34.387794084108734
0.15,0.25,0.25,0.2,0.15,1.7070797428252937,0.05144200306932589,0.0637348052332698,2.271036809416092,34.27476252470932
0.25,0.1,0.35,0.25,0.05,1.707080424421644,0.05132654609470531,0.06289461870535917,2.2718769959440026,34.42112727382875
0.35,0.05,0.3,0.1,0.2,1.7070807176048435,0.0511338983677226,0.061719457942257305,2.2730521567071045,34.50153834621248
0.1,0.25,0.2,0.3,0.15,1.7070807486144055,0.05140491971838703,0.06385079132255367,2.270920823326808,34.34566226068841
0.35,0.1,0.25,0.1,0.2,1.7070808628068346,0.05113284946003964,0.061485528211814966,2.2732860864375466,34.50372998356498
0.25,0.05,0.4,0.1,0.2,1.7070820835041745,0.05132599979398545,0.06343062704889535,2.2713409876004667,34.32718114644361
0.15,0.2,0.3,0.25,0.1,1.707082326093659,0.051445525792603725,0.0638683077063702,2.2709033069429916,34.30314907891731
0.2,0.1,0.35,0.3,0.05,1.7070826711886198,0.05135777540979816,0.06338041081064483,2.271391203838717,34.414112431943565
0.2,0.15,0.35,0.1,0.2,1.707082790496845,0.05141709450432762,0.0638179291623493,2.2709536854870125,34.24744909096989
0.15,0.25,0.25,0.15,0.2,1.7070832659536186,0.05144164475793209,0.06383554537319647,2.270936069276165,34.24481115526417
0.3,0.2,0.2,0.1,0.2,1.707083388059936,0.051224308112040255,0.06187337995369968,2.272898234695662,34.420060891750595
0.3,0.0,0.4,0.15,0.15,1.7070837586826246,0.05123103494756474,0.06270858179135819,2.2720630328580036,34.44157462133704
0.2,0.2,0.3,0.1,0.2,1.7070838123126137,0.051413975900712075,0.06358398973911328,2.2711876249102483,34.24974051509027
