feature,is_b1,mean_abs_shap,mean_shap,mean_value,std_value
search_to_ord_sum_30d,False,0.001547571861368897,-0.00028406016197398727,2.9277100000000003,6.36729890173325
b1_route_search_only_to_order_rate_90d,True,0.0014926430268516653,-0.00012180557695151868,0.15694324857679195,0.1630922793249011
has_search_to_ord_sum_all,False,0.0014774849584858584,-0.0005538308404410851,15.60511,21.208270965101214
cat_to_cart_sum_all,False,0.0014440607575017645,-0.0006783284162020085,8.48255,29.77175836791669
b1_month_end_order_share_all,True,0.0014421239701853917,9.106997573563453e-05,0.2823690293685347,0.2311017350503003
gmv_per_active_day_60d,False,0.0014387644518452478,-0.0007224628910046116,7.5685077546715505,23.52425732220283
gmv_per_active_day_120d,False,0.0014355810772422773,-0.0006171877618275608,7.705586880349017,19.221320744572665
w180_gmv_per_buyday,False,0.0014245263515714817,0.00013828411640434088,44.288156173499075,84.14008484365712
b1_post_order_intent_without_buy_score,True,0.0013508373366597935,-0.00020209348947725894,1.9526602271330358,1.6225499694240497
b1_search_days_90d,True,0.0013504373514293044,-0.0006358247827450509,25.99451,19.351274654019335
b1_order_gmv_p90_all,True,0.0013317748158853736,-2.5968099216115757e-05,92.5558311889366,179.9792760619631
b1_order_gap_median_all,True,0.001327513813830918,-9.758244483502045e-05,18.91417,34.42708843647934
b1_last_order_day_orders,True,0.0013226299993306376,-0.0002653228796917484,1.24001,1.204525047367667
b1_multi_order_day_share_all,True,0.0013154976850583838,2.548357396173315e-06,0.21851745676640422,0.22097753029938935
w90_gmv_per_buyday,False,0.001300206876978875,0.0001463617360898417,39.49201115523718,90.30388425871307
w90_lgmv_mean,False,0.0012940995639010226,-5.639009999469545e-05,2.3977894306759353,1.5542493202016274
gmv_search_sum_120d,False,0.0012604217892296945,-0.00026062147855458035,352.87562797194414,823.9458310651697
b1_order_gmv_std_all,True,0.0012248567395450305,0.0002171083481541783,56.286101130293375,120.05514604020979
post_order_active_days,False,0.0012147002948641136,4.310138269067519e-06,8.18271,13.665444288546599
