scheme,fold,n,residual_alignment,weighted_covariance,correction_mean,correction_std
A_STANDARD_3F,2025-09-04,188518,0.03263551937281211,0.0022091165591538653,-0.017037040656114825,0.038310711927990175
A_STANDARD_3F,2025-09-18,191025,0.030126123140686068,0.0018416735853883138,-0.017416905686617246,0.034724101767651235
A_STANDARD_3F,2025-10-02,193694,0.021294927572352264,0.0013353367059750418,-0.01427859916099344,0.035860545164162476
C_MATCHED_KPOS_3F,2025-09-04,188518,0.026741785702277216,0.0017874704181841112,-0.01615922686404082,0.03810104258881768
C_MATCHED_KPOS_3F,2025-09-18,191025,0.03131884830148633,0.0018696348818436847,-0.017300022453228817,0.034201780455067055
C_MATCHED_KPOS_3F,2025-10-02,193694,0.022777421197757736,0.0013977903232215553,-0.014621165851569647,0.03534575104517949
