task,cutoff_a,cutoff_b,feature,hist_mean,test_mean,smd,ks,psi,hist_missing,test_missing,hist_q10,test_q10,hist_q50,test_q50,hist_q90,test_q90,median_delta_iqr,gain,split,gain_share,linear_standardized_coef,signed_ks
p56_early,2025-07-03,2025-08-28,w180_days_cat,10.303866666666666,9.7486,-0.03759420975255124,0.022766666666666713,0.0024484755971247076,0.0,0.0,0.0,0.0,5.0,5.0,26.0,24.0,0.0,4489.54587726593,179.0,0.0806812742873899,-0.80914104,-0.022766666666666713
p56_early,2025-07-03,2025-08-28,w180_ponly_share,0.14385710232824397,0.1540018418748475,0.07310154418902168,0.03498333333333331,0.006459620408996268,0.0,0.0,0.012195121496915817,0.01666666567325592,0.10606060177087784,0.11538461595773697,0.32258063554763794,0.34375,0.06096471326358645,3921.7746505737305,131.6,0.07047790242628356,0.11518727,0.03498333333333331
p56_early,2025-07-03,2025-08-28,w180_days_presence_only,8.03195,8.873,0.08989289464475361,0.03428333333333333,0.008293372766386859,0.0,0.0,1.0,1.0,5.0,6.0,19.0,21.0,0.1111111111111111,3579.2809623718263,139.8,0.06432297541251938,0.50581557,0.03428333333333333
p56_early,2025-07-03,2025-08-28,rec_cat,36.901073192469084,35.91297830079077,-0.02385088502206251,0.02977073479810266,0.004727002240025027,0.10236666666666672,0.1105666666666667,1.0,1.0,21.0,19.0,102.0,100.0,-0.0425531914893617,2570.9746210098265,108.0,0.04620278180784149,0.017300293,-0.02977073479810266
p56_early,2025-07-03,2025-08-28,w90_days_cat,4.842416666666667,4.919833333333333,0.010192439228195672,0.0035833333333333828,8.183240043838232e-05,0.0,0.0,0.0,0.0,2.0,2.0,12.0,13.0,0.0,1975.7406398773194,79.6,0.03550587895623884,1.3185467,0.0035833333333333828
p56_early,2025-07-03,2025-08-28,weekend_share,0.2815263260637565,0.2767066213513259,-0.06090792052511164,0.029516666666666747,0.004872175285922722,0.0,0.0,0.190476194024086,0.1875,0.2804878056049347,0.27710843086242676,0.3733493983745573,0.3636363744735718,-0.042021846223715846,1931.2217189788819,78.2,0.03470583294575619,-0.07947689,-0.029516666666666747
p56_early,2025-07-03,2025-08-28,w90_buyday_rate,0.134073891572468,0.14521286822146115,0.08520048539416958,0.040716666666666734,0.008109185105631056,0.0,0.0,0.0,0.0,0.10638297349214554,0.1190476194024086,0.307692289352417,0.3285714089870453,0.07424103217492829,1868.924174118042,39.0,0.03358628868855187,-0.002106128,0.040716666666666734
p56_early,2025-07-03,2025-08-28,w90_ponly_share,0.15379258692370107,0.15723884775515956,0.02216714950851435,0.013533333333333342,0.0008635027580308739,0.0,0.0,0.0,0.0,0.1111111044883728,0.11428570747375488,0.3636363446712494,0.3684210479259491,0.017421604354566987,1840.4013381958007,79.6,0.03307370705748989,-0.04610216,0.013533333333333342
p56_early,2025-07-03,2025-08-28,w90_days_presence_only,4.5341,4.766266666666667,0.0430212506671156,0.01856666666666673,0.0018920177487723733,0.0,0.0,0.0,0.0,3.0,3.0,11.0,12.0,0.0,1706.4851861953734,67.4,0.03066711046923137,-0.4931877,0.01856666666666673
p56_early,2025-07-03,2025-08-28,w7_days_present,2.468366666666667,2.68115,0.10340166886185141,0.046499999999999986,0.011023339829226096,0.0,0.0,0.0,0.0,2.0,2.0,6.0,6.0,0.0,1525.6948236465455,14.6,0.027418141146257985,0.054892562,0.046499999999999986
