model,group_fold,train_n,train_positive_rate,n,positive_rate,roc_auc,pr_auc,logloss,brier,ece10,mean_probability
p56_early,0,180000,0.4997666666666667,48296,0.500931754182541,0.5821797266854853,0.5757879268086386,0.6828980036110295,0.24492351346337582,0.01311974725347391,0.4991902676308384
p56_early,1,180000,0.49990555555555555,47864,0.5003760655189704,0.5870859026333575,0.5789903038462494,0.6821461196295435,0.2445460542673016,0.015908501374817162,0.5000246789243515
p56_early,2,180000,0.5006388888888889,47787,0.4974365413187687,0.582383697597196,0.573058495234382,0.6829130021722362,0.2449293216645464,0.013635903858187033,0.5006386026461614
p56_early,3,180000,0.4998944444444444,48263,0.5004247560242836,0.5846182764917073,0.5791034888785874,0.6823440255925146,0.24465240871891247,0.014621283281576357,0.49942789142065064
p56_early,4,180000,0.49979444444444443,47790,0.5008160703075958,0.5804765520366566,0.5745399460793896,0.683269796933268,0.2451040057075326,0.012879797624204653,0.49977424038793533
