cutoff,candidate,rho_vs_weak_residual,rho_vs_strong_residual,rho_post_span,coef_raw,coef_meta
2025-08-07,joint_raw_meta_nested,-0.0140816143045143,-0.00022718979994086855,3.110725815925242e-05,-0.11891546481703981,0.0
2025-09-11,joint_raw_meta_nested,-0.003201909737971292,-0.008871450886045726,-0.008447611297403549,-0.06417395135650622,0.07674767735640436
2025-10-16,joint_raw_meta_nested,-0.02946298107178884,-0.009483971343323455,-0.005480804642876037,-0.06555750442694894,-0.10197235620873452
