fold,w,BASE-1HEAD,DIST-TAB,DISTxCLEAN,DISTxVOL,DISTxFRESH,MHZ-B30xCLEAN,MHZ-B30xVOL,MHZ-B30xFRESH,MHZ-CNTxCLEAN,MHZ-CNTxVOL,MHZ-CNTxFRESH,S04LGBxCLEAN,S04LGBxVOL,S04LGBxFRESH,SEQxCLEAN,SEQxVOL,SEQxFRESH
2025-09-04,1.0,1.7684564819311246,1.768436062675978,1.7688514646463258,1.7688264192190963,1.7680764206190411,1.7703407698184468,1.7703165293740286,1.7695214487348214,1.7699823906251353,1.7699574332932861,1.7691940352389581,1.7699495670919252,1.7699105002283422,1.7691105065253863,1.7697870265785096,1.7696754737962714,1.7687990286388346
2025-09-18,2.0,1.7627892406830972,1.76084279820515,1.7615753578439848,1.7615664124598482,1.7608183284914158,1.7632246971855565,1.763220353611639,1.7624299468338773,1.7628594567638007,1.7628583077693778,1.7620795301349867,1.7622914887377785,1.7622740707324431,1.7615288347164237,1.7641854219365916,1.7640533222015031,1.7631809146508535
2025-10-02,4.0,1.7504509497659506,1.7465489722448115,1.7482478602826705,1.7483717495522084,1.7474410427007916,1.7497656897026976,1.7498943789790047,1.748939041854378,1.7491188031284841,1.74925461761144,1.7482821829245245,1.7483215669887309,1.748436448062508,1.7475287086172488,1.7516522868877082,1.7517127530108632,1.7505029014133446
2025-10-16,8.0,1.7397898943384063,1.7365722155367818,1.7384146422794555,1.7383815406372791,1.7372108358476799,1.739450068588373,1.7394147973153855,1.7382090065042517,1.7391663605505148,1.7391286013816596,1.737915000546548,1.7387367748563778,1.7387003735206732,1.7375620124199522,1.7403256027210312,1.7401972886359238,1.7388768090234663
